EventID,TrackID,ParentID,ParticleName,Initial_Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ,GlobalTime_s,DeltaTime_s
300,3297,1,neutron,248.395368,-2.510883,-92.000000,0.532365,83.104337,-107.211883,-0.293766,-0.948307,0.120062,873.946195,0.000000
201,3174,1,proton,26.107298,2.533329,-92.000000,-0.300169,57.825080,-80.422431,0.140831,-0.834628,0.532506,904.877294,0.000000
302,1,0,proton,203.601494,1.709742,-92.000000,0.946061,85.289162,-87.536147,0.042844,-0.995701,0.082127,874.186159,0.000000
303,3305,1,proton,154.380048,-0.185728,-92.000000,1.763863,80.404071,-67.962662,0.369961,-0.913970,0.166699,877.634854,0.000000
104,1,0,proton,200.440919,-2.398073,-92.000000,-2.249511,87.846489,-89.478599,0.009094,-0.999252,0.037577,873.617818,0.000000
204,3211,1,proton,170.680340,-2.619198,-92.000000,1.347231,86.502254,-85.848821,0.072254,-0.995519,0.061009,874.439521,0.000000
105,3359,1,neutron,225.588186,-2.995142,-92.000000,-0.246169,80.486712,-86.560723,0.059166,-0.984471,0.165276,875.061520,0.000000
205,1,0,proton,194.161505,-1.924104,-92.000000,-2.157368,92.529697,-93.431098,-0.059790,-0.997235,-0.044137,875.527896,0.000000
4,3373,3353,gamma,0.359445,0.188021,-92.000000,1.477369,80.061625,-62.515108,0.454589,-0.873820,0.172589,869.211855,0.000000
106,3291,3272,gamma,0.327769,2.228066,-92.000000,1.024812,94.029839,-95.514414,-0.095859,-0.992911,-0.070276,866.354764,0.000000
106,3289,3272,gamma,0.261121,1.897805,-92.000000,2.257969,69.524848,-101.329959,-0.184047,-0.918567,0.349801,867.401292,1.046528
106,3271,3230,gamma,5.312931,2.669314,-92.000000,0.975701,94.295210,-87.541429,0.042777,-0.996273,-0.074895,865.738163,-0.616602
106,3270,3230,neutron,35.051018,0.019084,-92.000000,-1.168564,119.136586,-127.385995,-0.530350,-0.694020,-0.486893,914.497950,48.143186
206,1,0,proton,202.795430,-2.261691,-92.000000,-1.511989,92.437645,-90.596463,-0.010401,-0.999041,-0.042532,875.320082,0.000000
5,1,0,proton,211.899627,-1.069498,-92.000000,-0.448857,96.865826,-89.294959,0.012217,-0.992754,-0.119545,873.300824,0.000000
107,1,0,proton,208.624929,-0.704455,-92.000000,1.697311,91.304548,-92.243606,-0.039138,-0.998974,-0.022767,873.864293,0.000000
307,1,0,proton,195.855396,1.919721,-92.000000,-1.246816,94.449105,-80.221514,0.169328,-0.982502,-0.077574,874.785593,0.000000
308,1,0,proton,207.661763,1.495299,-92.000000,-1.097724,93.581711,-95.467287,-0.095091,-0.993506,-0.062472,874.039010,0.000000
109,3279,1,gamma,0.128516,0.435510,-92.000000,1.279147,124.972430,-101.409079,-0.162093,-0.803236,-0.573182,869.045412,0.000000
109,3305,3276,gamma,0.305206,1.799131,-92.000000,2.271333,126.455616,-52.158062,0.493437,-0.635174,-0.594200,869.922006,0.876594
209,1,0,proton,199.802983,-0.558794,-92.000000,-0.136541,91.736530,-87.115912,0.050292,-0.998275,-0.030304,875.014298,0.000000
110,1,0,proton,210.581919,-2.003201,-92.000000,-0.111324,90.624095,-90.932888,-0.016280,-0.999808,-0.010892,873.911227,0.000000
210,1,0,proton,202.977849,-0.159472,-92.000000,-1.634834,88.685010,-84.419324,0.097222,-0.994998,0.022949,874.625535,0.000000
10,1,0,proton,201.790569,-1.394169,-92.000000,-2.723373,93.834271,-89.532838,0.008135,-0.997728,-0.066871,874.361784,0.000000
211,3326,3317,gamma,1.727057,-0.869545,-92.000000,-0.820178,126.725593,-75.248472,0.204086,-0.775090,-0.597983,869.944429,0.000000
11,3324,1,neutron,32.547755,0.047230,-92.000000,2.770309,68.013069,-96.941297,-0.112063,-0.920473,0.374395,901.012277,0.000000
11,3366,3363,neutron,0.005917,-0.857059,-92.000000,-0.724660,103.955093,-61.620284,0.461284,-0.853849,-0.241161,4567.275242,3666.262965
212,3252,1,gamma,0.067353,-1.877127,-92.000000,-2.889444,119.006642,-107.283241,-0.259829,-0.835075,-0.484911,868.958409,0.000000
113,1,0,proton,202.208588,-0.096008,-92.000000,2.518620,85.113072,-89.263605,0.012805,-0.996282,0.085190,874.317194,0.000000
313,1,0,proton,202.298860,1.267609,-92.000000,-2.892195,96.809686,-85.746429,0.073647,-0.990210,-0.118572,875.439970,0.000000
213,3381,3350,neutron,105.109672,0.327651,-92.000000,2.085152,38.711300,-120.810476,-0.320328,-0.537132,0.780307,900.652956,0.000000
314,1,0,proton,204.980526,2.146795,-92.000000,-0.085519,87.924224,-92.677137,-0.046677,-0.998253,0.036221,873.322592,0.000000
115,1,0,proton,211.736738,0.959314,-92.000000,1.762210,83.548154,-88.182814,0.031510,-0.993167,0.112368,873.071924,0.000000
214,3266,1,neutron,86.376600,-1.880307,-92.000000,-0.889430,68.731266,-97.174145,-0.116379,-0.924594,0.362743,883.580180,0.000000
119,1,0,proton,212.749751,-1.043583,-92.000000,1.440018,91.187251,-92.892939,-0.050459,-0.998511,-0.020720,873.963578,0.000000
