EventID,TrackID,ParentID,ParticleName,Initial_Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ,GlobalTime_s,DeltaTime_s
0,3,1,neutron,77.330387,1.195809,-92.000000,2.396643,79.508596,-39.443932,0.759336,-0.624702,0.182088,828.517237,0.000000
301,1,0,neutron,624.685142,-0.393463,-92.000000,2.263965,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
301,282,69,gamma,0.079282,-0.370272,-92.200000,1.726047,74.872034,158.045159,-0.895337,0.360919,0.260976,802.386568,5.517102
201,1,0,neutron,623.840330,-1.745351,-92.000000,-2.430421,94.885416,-87.764726,0.038861,-0.995609,-0.085163,797.047937,0.000000
202,2,1,neutron,613.519009,1.761328,-92.000000,1.699897,84.016086,-92.341923,-0.040640,-0.993721,0.104249,797.003462,0.000000
1,26,5,gamma,0.361083,-1.355090,-92.000000,-0.200919,118.636589,-121.477873,-0.458296,-0.748520,-0.479252,800.512892,0.000000
1,47,3,neutron,0.488629,1.058066,-92.000000,1.130657,102.815067,-75.004935,0.252291,-0.941887,-0.221805,1135.630381,335.117489
1,47,3,neutron,0.076926,-1.593820,-92.000000,2.117912,90.379861,-35.669893,0.812372,-0.583102,-0.006630,8165.251241,7364.738349
1,136,46,gamma,0.066140,2.844285,-92.000000,-0.356441,120.216435,-49.002433,0.566893,-0.652192,-0.503268,805.326254,4.813361
303,2,1,neutron,447.148946,-1.061651,-92.000000,1.038155,65.095474,-73.707842,0.254449,-0.870589,0.421107,800.100646,0.000000
1,162,132,gamma,0.485016,0.168043,-92.000000,2.017507,88.986200,-91.825958,-0.031859,-0.999336,0.017693,799.764451,-0.748441
1,160,132,neutron,12.682758,1.642601,-92.000000,1.589310,96.431379,-65.502856,0.412038,-0.904255,-0.112013,858.255818,57.742926
203,80,2,gamma,2.607794,-0.635343,-92.000000,1.125742,97.858102,-37.314194,0.787855,-0.600493,-0.136720,801.293740,0.000000
1,2,1,neutron,437.153553,1.555189,-92.000000,1.374232,90.068681,-75.751045,0.246135,-0.969235,-0.001199,798.538579,-1.974313
2,1,0,neutron,624.685142,-2.434706,-92.000000,-2.339045,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
305,23,2,proton,193.393843,-2.270301,-92.000000,1.829238,92.880696,-135.682903,-0.714580,-0.697746,-0.050256,810.318854,0.000000
306,1,0,neutron,624.685142,0.607738,-92.000000,0.820007,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
307,2,1,neutron,487.404914,-1.340945,-92.000000,-0.106241,110.885457,-104.166971,-0.228667,-0.905880,-0.356501,799.230740,0.000000
308,2,1,proton,399.552963,0.505573,-92.000000,1.104920,83.502307,-101.930537,-0.205398,-0.972114,0.113163,798.895795,0.000000
309,4,1,gamma,4.263762,1.902447,-92.000000,2.903387,52.314906,-88.334909,0.022995,-0.791048,0.611321,797.014340,0.000000
4,4,1,gamma,2.414314,1.280948,-92.000000,1.955423,94.010821,-101.931243,-0.206231,-0.976000,-0.069945,794.482601,0.000000
4,2,1,proton,515.365899,1.585705,-92.000000,2.538742,83.638424,-96.467344,-0.111943,-0.987518,0.110802,797.643862,3.161261
309,2,1,neutron,548.641621,1.302939,-92.000000,-0.146668,100.456967,-99.045718,-0.154611,-0.971161,-0.181497,797.685499,0.671159
5,32,26,neutron,1.399970,-1.498474,-92.000000,-1.754115,89.574122,-114.427389,-0.413528,-0.910461,0.007433,992.169858,0.000000
5,32,26,neutron,0.000009,-2.599937,-92.000000,2.352025,38.640957,-117.382939,-0.287201,-0.554471,0.781074,135509.341833,134517.171975
5,25,3,gamma,3.596397,-1.215455,-92.000000,-2.471796,100.913056,-110.597111,-0.345432,-0.919149,-0.189319,795.228511,-196.941347
5,2,1,proton,433.962789,-1.571202,-92.000000,-1.921914,91.336623,-115.638058,-0.432567,-0.901300,-0.023326,799.638389,-192.531469
6,18,3,gamma,1.667460,-2.995467,-92.000000,-1.570393,84.032532,-87.879458,0.036801,-0.993900,0.103964,794.464825,0.000000
203,77,2,neutron,224.778225,-1.446414,-92.000000,1.089685,105.602118,-114.087191,-0.393088,-0.879287,-0.268955,801.694044,0.400304
205,1,0,neutron,624.685142,-0.738743,-92.000000,2.183262,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
206,1,0,neutron,624.641523,0.044032,-92.000000,2.060573,87.620736,-89.179053,0.014315,-0.999035,0.041514,796.882653,0.000000
206,47,9,neutron,0.691411,-0.303557,-92.000000,0.626086,111.366190,-118.534868,-0.444862,-0.818146,-0.364327,1278.824924,481.942270
7,1,0,neutron,624.397502,-2.825702,-92.000000,-2.151933,86.212681,-91.912992,-0.033309,-0.997260,0.066053,796.905553,0.000000
207,22,2,gamma,0.048138,-2.867956,-92.000000,2.207323,78.542269,-114.211265,-0.401930,-0.893864,0.198645,795.735047,0.000000
207,21,2,gamma,0.151246,-1.015516,-92.000000,-1.406634,133.385254,-79.906041,0.127373,-0.715503,-0.686900,798.638557,2.903510
207,18,2,neutron,500.317565,-0.170058,-92.000000,1.189575,96.274270,-65.648524,0.409863,-0.905576,-0.109288,798.959472,3.224425
8,6,1,gamma,0.161356,-0.117562,-92.000000,2.275862,70.787421,-56.798406,0.517088,-0.790146,0.329074,797.030321,0.000000
8,3,1,neutron,403.659018,-1.565311,-92.000000,-0.811817,120.678384,-80.555192,0.141131,-0.848386,-0.510218,800.925279,3.894957
9,3,1,neutron,24.453313,-0.714169,-92.000000,-2.592522,88.571110,-57.682460,0.534445,-0.844835,0.024936,840.473730,0.000000
9,2,1,neutron,572.700488,-1.699710,-92.000000,-2.809412,94.760599,-75.860900,0.243434,-0.966360,-0.082993,797.601343,-42.872388
10,1,0,neutron,624.685142,-0.348745,-92.000000,1.970639,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
11,1,0,neutron,624.685142,-0.960346,-92.000000,2.121705,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
209,1,0,neutron,624.685142,-2.073765,-92.000000,-2.623830,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
210,1,0,neutron,624.685142,0.340806,-92.000000,1.740200,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
211,1,0,neutron,624.685142,1.205105,-92.000000,1.067872,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
212,2,1,neutron,508.320288,2.884048,-92.000000,-2.763009,91.525905,-72.788856,0.295789,-0.954882,-0.026629,798.127907,0.000000
213,1,0,neutron,624.685142,0.881341,-92.000000,0.018991,90.000000,-90.000000,0.000000,-1.000000,0.000000,796.869466,0.000000
