EventID,TrackID,ParentID,ParticleName,Initial_Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ,GlobalTime_s,DeltaTime_s
342,3,1,neutron,69.622399,0.693502,-92.099900,0.114399,119.800713,-91.167378,-0.017679,-0.867579,-0.496985,882.879052,0.000000
353,9,3,neutron,203.014790,0.385708,-92.099900,0.297514,115.269109,-96.613845,-0.104156,-0.898295,-0.426870,870.488864,0.000000
132,365,2,gamma,0.268820,-0.424151,-92.099900,-0.007292,84.756571,-121.654047,-0.522593,-0.847670,0.091387,866.053914,0.000000
373,2,1,neutron,139.333690,-0.081861,-92.099900,-0.196764,110.378248,-46.523543,0.644994,-0.680241,-0.348216,881.089701,0.000000
297,160,132,neutron,69.460190,-0.084507,-92.099900,-0.134492,80.917976,-131.883575,-0.659249,-0.735169,0.157848,896.586620,0.000000
165,48,3,gamma,2.768127,-0.246590,-92.099900,-0.323121,112.485147,-117.921169,-0.432659,-0.816421,-0.382444,863.941124,0.000000
165,46,3,neutron,146.690815,-0.681714,-92.099900,-0.348474,111.496600,-124.432976,-0.526109,-0.767415,-0.366446,876.735124,12.794000
421,34,7,gamma,0.077129,0.733637,-92.099900,0.284617,86.062122,-89.807328,0.003355,-0.997633,0.068675,864.454833,0.000000
92,566,3,neutron,30.712434,-0.034711,-92.099900,0.221355,61.511752,-104.818728,-0.224793,-0.849682,0.476978,897.575596,0.000000
177,339,325,neutron,2.158724,-0.644685,-92.099900,0.201997,102.866425,-130.907208,-0.638394,-0.736795,-0.222679,1070.142147,0.000000
608,152,122,neutron,0.638948,0.291428,-92.099900,0.044137,122.511978,-74.232248,0.229152,-0.811547,-0.537476,1199.608774,0.000000
708,72,49,gamma,0.693949,0.047184,-92.099900,-0.337054,108.545340,-90.745337,-0.012333,-0.947992,-0.318055,866.050760,0.000000
546,79,44,neutron,0.076046,0.709785,-92.099900,0.215815,130.023447,-53.999223,0.450123,-0.619524,-0.643101,2050.774436,0.000000
546,110,4,neutron,38.963254,0.283500,-92.099900,-0.034038,130.370282,-60.226909,0.378321,-0.661306,-0.647725,907.619125,-1143.155311
565,171,103,gamma,4.172240,-0.576517,-92.099900,-0.094132,101.333630,-95.226429,-0.089316,-0.976423,-0.196522,860.790164,0.000000
595,207,161,gamma,0.221274,0.745211,-92.099900,-0.306885,72.680937,-133.009819,-0.651197,-0.698084,0.297693,873.297311,0.000000
737,1,0,neutron,451.303192,-0.037396,-92.099900,-0.064248,93.014443,-88.810395,0.020732,-0.998401,-0.052588,864.482536,0.000000
833,20,3,neutron,322.288391,0.063016,-92.099900,0.158688,127.206124,-127.742219,-0.487524,-0.629823,-0.604684,875.402918,0.000000
845,168,121,neutron,17.250356,0.542379,-92.099900,0.034654,77.860373,-137.133789,-0.716554,-0.665076,0.210295,927.065948,0.000000
846,38,27,gamma,0.405527,0.577515,-92.099900,-0.056517,97.902049,-75.587884,0.246531,-0.959334,-0.137480,861.428329,0.000000
947,158,152,neutron,13.903996,-0.082977,-92.099900,-0.158299,61.374761,-115.702570,-0.380689,-0.790923,0.479079,924.370572,0.000000
882,31,2,gamma,0.966074,-0.129221,-92.099900,-0.118501,111.204603,-92.244876,-0.036518,-0.931579,-0.361699,862.077195,0.000000
1120,64,31,neutron,0.000000,0.511059,-92.099900,-0.141924,108.816101,-106.940659,-0.275809,-0.905485,-0.322532,340533.826289,0.000000
1217,448,416,gamma,0.183872,-0.022865,-92.099900,-0.327077,130.424082,-88.288887,0.022731,-0.760926,-0.648440,867.512551,0.000000
1076,42,3,neutron,310.876041,0.682913,-92.099900,-0.018643,73.113107,-104.354345,-0.237228,-0.927007,0.290483,868.195588,0.000000
1351,271,249,gamma,2.249940,0.106962,-92.099900,-0.047616,77.999445,-113.704436,-0.393233,-0.895621,0.207921,867.814279,0.000000
