EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,1566.802532,93.774315,-0.930949,-92.000000,0.909513,90.280322,-90.345573,-0.006031,-0.999970,-0.004893
300,proton,1566.158888,552.233797,1.714980,-92.000000,1.044994,89.670141,-89.497052,0.008778,-0.999945,0.005757
1,proton,1568.891080,115.346644,2.026912,-92.000000,-1.335950,89.658634,-89.637897,0.006320,-0.999962,0.005958
203,proton,1566.559166,86.834806,-2.316139,-92.000000,-2.390476,90.429160,-89.961526,0.000671,-0.999972,-0.007490
302,proton,1564.187560,87.491558,0.597256,-92.000000,1.875374,87.022848,-86.621586,0.058851,-0.996915,0.051938
2,proton,1561.763011,183.336819,-1.193206,-92.000000,-1.654528,89.944492,-90.131545,-0.002296,-0.999997,0.000969
104,proton,1559.324513,95.990031,-0.950663,-92.000000,1.582795,89.805962,-89.901581,0.001718,-0.999993,0.003387
204,proton,1562.594539,694.923490,-1.890333,-92.000000,1.773890,89.940696,-89.900877,0.001730,-0.999998,0.001035
303,proton,1568.109921,483.542966,0.141506,-92.000000,-1.611779,90.708298,-89.679720,0.005589,-0.999908,-0.012362
105,proton,1562.412352,273.568035,-0.644675,-92.000000,-0.004668,90.510981,-90.256147,-0.004470,-0.999950,-0.008918
205,proton,1560.854529,96.324395,1.049077,-92.000000,-1.834586,89.966732,-90.121783,-0.002126,-0.999998,0.000581
206,proton,1567.232767,81.947685,-0.529522,-92.000000,-2.673043,89.959734,-89.719984,0.004887,-0.999988,0.000703
106,proton,1563.171288,97.452761,1.683113,-92.000000,1.530112,90.208380,-90.128465,-0.002242,-0.999991,-0.003637
4,proton,1566.023965,355.230367,-1.257275,-92.000000,-0.449933,89.860216,-90.036207,-0.000632,-0.999997,0.002440
107,proton,1562.486358,85.576322,1.672673,-92.000000,-0.033748,89.849729,-89.783371,0.003781,-0.999989,0.002623
5,proton,1565.188206,91.729896,-1.704174,-92.000000,1.400453,90.256464,-89.615705,0.006707,-0.999967,-0.004476
109,proton,1564.619724,261.548679,1.117984,-92.000000,2.463959,90.004502,-90.090416,-0.001578,-0.999999,-0.000079
305,proton,1565.287944,538.717877,2.953658,-92.000000,1.703298,90.238100,-89.902206,0.001707,-0.999990,-0.004156
