EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
301,neutron,89.000000,0.312080,-1.575506,-92.000000,0.618571,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,89.000000,37.324010,1.867681,-92.000000,0.373350,90.000000,-90.000000,0.000000,-1.000000,0.000000
1,neutron,89.000000,11.365050,-0.200511,-92.000000,-0.828269,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,89.000000,0.000000,-1.752172,-92.000000,1.368087,90.000000,-90.000000,0.000000,-1.000000,0.000000
4,neutron,89.000000,79.867183,-1.162111,-92.000000,0.780328,90.000000,-90.000000,0.000000,-1.000000,0.000000
5,neutron,89.000000,14.976072,1.051138,-92.000000,-1.088657,90.000000,-90.000000,0.000000,-1.000000,0.000000
6,neutron,89.000000,27.088496,1.885932,-92.000000,0.631801,90.000000,-90.000000,0.000000,-1.000000,0.000000
7,neutron,89.000000,0.109243,2.183519,-92.000000,-0.331944,90.000000,-90.000000,0.000000,-1.000000,0.000000
9,neutron,88.989329,64.337856,-0.162919,-92.000000,0.150077,88.535119,-88.247440,0.030573,-0.999206,0.025564
10,neutron,89.000000,0.000000,-2.591323,-92.000000,1.263345,90.000000,-90.000000,0.000000,-1.000000,0.000000
11,neutron,89.000000,0.000000,-2.225076,-92.000000,2.458622,90.000000,-90.000000,0.000000,-1.000000,0.000000
15,neutron,89.000000,0.709080,-2.451720,-92.000000,-2.334760,90.000000,-90.000000,0.000000,-1.000000,0.000000
101,neutron,89.000000,47.081179,-2.072386,-92.000000,0.448108,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,89.000000,2.962500,-2.837669,-92.000000,-1.538829,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,89.000000,2.210950,1.350407,-92.000000,-2.368139,90.000000,-90.000000,0.000000,-1.000000,0.000000
205,neutron,89.000000,0.324427,-2.785912,-92.000000,-2.771022,90.000000,-90.000000,0.000000,-1.000000,0.000000
207,neutron,89.000000,9.578068,-0.448757,-92.000000,-1.474961,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,89.000000,0.530620,1.467628,-92.000000,2.410153,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,89.000000,0.232554,-0.617545,-92.000000,-2.823799,90.000000,-90.000000,0.000000,-1.000000,0.000000
104,neutron,89.000000,0.083114,-1.128471,-92.000000,1.831096,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,89.000000,0.164444,2.136432,-92.000000,-0.328101,90.000000,-90.000000,0.000000,-1.000000,0.000000
105,neutron,89.000000,0.025573,1.183231,-92.000000,-1.253347,90.000000,-90.000000,0.000000,-1.000000,0.000000
212,neutron,89.000000,0.000000,-1.940031,-92.000000,2.738078,90.000000,-90.000000,0.000000,-1.000000,0.000000
107,neutron,89.000000,0.000000,2.348687,-92.000000,-2.389697,90.000000,-90.000000,0.000000,-1.000000,0.000000
213,neutron,89.000000,0.000000,-1.827825,-92.000000,0.463481,90.000000,-90.000000,0.000000,-1.000000,0.000000
