EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
201,neutron,746.721485,0.022180,0.890668,-92.000000,-0.802235,92.724608,-92.177646,-0.037955,-0.998148,-0.047535
300,neutron,747.000000,39.327743,0.079777,-92.000000,-1.283130,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,747.000000,209.204470,2.934011,-92.000000,2.614401,90.000000,-90.000000,0.000000,-1.000000,0.000000
301,neutron,747.000000,0.000000,1.335602,-92.000000,-1.792356,90.000000,-90.000000,0.000000,-1.000000,0.000000
1,neutron,747.000000,14.444152,-1.084420,-92.000000,-2.703984,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,747.000000,0.000000,-2.080856,-92.000000,1.075529,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,747.000000,21.559078,1.338458,-92.000000,-2.561963,90.000000,-90.000000,0.000000,-1.000000,0.000000
303,neutron,747.000000,27.380308,-1.136648,-92.000000,-1.282953,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,747.000000,191.352727,-1.052526,-92.000000,1.664318,90.000000,-90.000000,0.000000,-1.000000,0.000000
205,neutron,747.000000,0.000000,-2.607133,-92.000000,-0.662596,90.000000,-90.000000,0.000000,-1.000000,0.000000
206,neutron,747.000000,0.098366,0.533224,-92.000000,2.246480,90.000000,-90.000000,0.000000,-1.000000,0.000000
101,neutron,747.000000,218.151419,-2.911039,-92.000000,-0.712578,90.000000,-90.000000,0.000000,-1.000000,0.000000
207,neutron,747.000000,196.806900,-0.660995,-92.000000,1.783620,90.000000,-90.000000,0.000000,-1.000000,0.000000
4,neutron,747.000000,104.639395,2.256277,-92.000000,2.621676,90.000000,-90.000000,0.000000,-1.000000,0.000000
5,neutron,747.000000,234.643950,-2.954000,-92.000000,-1.676737,90.000000,-90.000000,0.000000,-1.000000,0.000000
6,neutron,747.000000,145.770555,-0.049438,-92.000000,-2.573599,90.000000,-90.000000,0.000000,-1.000000,0.000000
7,neutron,747.000000,0.000000,-0.659726,-92.000000,0.246247,90.000000,-90.000000,0.000000,-1.000000,0.000000
8,neutron,747.000000,0.136930,1.843028,-92.000000,-2.336270,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,747.000000,0.000000,-0.876598,-92.000000,-2.415731,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,747.000000,0.000000,1.722498,-92.000000,2.733918,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,747.000000,0.000000,0.158888,-92.000000,0.608545,90.000000,-90.000000,0.000000,-1.000000,0.000000
212,neutron,747.000000,0.000000,-1.101514,-92.000000,-2.345898,90.000000,-90.000000,0.000000,-1.000000,0.000000
213,neutron,747.000000,0.000000,0.417528,-92.000000,-1.907938,90.000000,-90.000000,0.000000,-1.000000,0.000000
9,neutron,747.000000,169.457387,-0.967557,-92.000000,-1.131437,90.000000,-90.000000,0.000000,-1.000000,0.000000
10,neutron,747.000000,0.000000,-1.990653,-92.000000,1.905889,90.000000,-90.000000,0.000000,-1.000000,0.000000
11,neutron,747.000000,0.000000,1.772013,-92.000000,0.914076,90.000000,-90.000000,0.000000,-1.000000,0.000000
12,neutron,747.000000,0.088343,-1.729666,-92.000000,2.025823,90.000000,-90.000000,0.000000,-1.000000,0.000000
14,neutron,747.000000,16.943395,-0.810871,-92.000000,-2.280932,90.000000,-90.000000,0.000000,-1.000000,0.000000
15,neutron,747.000000,0.000000,1.088592,-92.000000,2.591489,90.000000,-90.000000,0.000000,-1.000000,0.000000
16,proton,722.968851,195.077606,2.701216,-92.000000,2.162577,86.299623,-87.938478,0.035898,-0.997269,0.064539
17,neutron,747.000000,25.605356,1.559149,-92.000000,2.205875,90.000000,-90.000000,0.000000,-1.000000,0.000000
215,neutron,747.000000,0.000000,-2.960263,-92.000000,-0.441059,90.000000,-90.000000,0.000000,-1.000000,0.000000
216,neutron,747.000000,0.000000,-1.172582,-92.000000,-2.587778,90.000000,-90.000000,0.000000,-1.000000,0.000000
104,neutron,747.000000,0.000000,-2.626277,-92.000000,0.767683,90.000000,-90.000000,0.000000,-1.000000,0.000000
105,neutron,747.000000,0.000000,-0.948557,-92.000000,-1.169425,90.000000,-90.000000,0.000000,-1.000000,0.000000
106,neutron,747.000000,0.373280,-1.820813,-92.000000,0.498802,90.000000,-90.000000,0.000000,-1.000000,0.000000
107,neutron,747.000000,0.000000,2.436683,-92.000000,-2.595252,90.000000,-90.000000,0.000000,-1.000000,0.000000
217,neutron,747.000000,49.005954,2.482969,-92.000000,-2.983243,90.000000,-90.000000,0.000000,-1.000000,0.000000
218,neutron,747.000000,0.000000,-2.414910,-92.000000,1.961988,90.000000,-90.000000,0.000000,-1.000000,0.000000
109,neutron,747.000000,329.191023,0.861938,-92.000000,1.201982,90.000000,-90.000000,0.000000,-1.000000,0.000000
110,neutron,747.000000,0.000000,-0.384958,-92.000000,-0.385180,90.000000,-90.000000,0.000000,-1.000000,0.000000
111,neutron,747.000000,0.000000,0.598124,-92.000000,1.407436,90.000000,-90.000000,0.000000,-1.000000,0.000000
19,neutron,747.000000,0.000000,-2.747124,-92.000000,1.686915,90.000000,-90.000000,0.000000,-1.000000,0.000000
20,neutron,747.000000,173.454595,-1.137804,-92.000000,0.277304,90.000000,-90.000000,0.000000,-1.000000,0.000000
21,neutron,747.000000,0.000000,-0.054214,-92.000000,-1.185773,90.000000,-90.000000,0.000000,-1.000000,0.000000
113,neutron,747.000000,237.563212,-2.042952,-92.000000,-2.453715,90.000000,-90.000000,0.000000,-1.000000,0.000000
114,neutron,747.000000,0.000000,0.282350,-92.000000,-2.711447,90.000000,-90.000000,0.000000,-1.000000,0.000000
220,neutron,747.000000,0.000000,1.948972,-92.000000,-1.087442,90.000000,-90.000000,0.000000,-1.000000,0.000000
305,neutron,747.000000,407.686851,1.635926,-92.000000,0.265814,90.000000,-90.000000,0.000000,-1.000000,0.000000
306,neutron,747.000000,0.000000,-0.663073,-92.000000,-2.952291,90.000000,-90.000000,0.000000,-1.000000,0.000000
115,neutron,747.000000,93.942918,-2.976084,-92.000000,1.840839,90.000000,-90.000000,0.000000,-1.000000,0.000000
307,neutron,747.000000,105.087954,-1.592295,-92.000000,2.605194,90.000000,-90.000000,0.000000,-1.000000,0.000000
222,neutron,747.000000,271.705187,2.021750,-92.000000,-0.221838,90.000000,-90.000000,0.000000,-1.000000,0.000000
22,neutron,747.000000,337.831077,2.090613,-92.000000,-1.808013,90.000000,-90.000000,0.000000,-1.000000,0.000000
308,neutron,747.000000,101.625488,0.196526,-92.000000,-2.483035,90.000000,-90.000000,0.000000,-1.000000,0.000000
309,neutron,747.000000,13.671412,-0.404971,-92.000000,2.811107,90.000000,-90.000000,0.000000,-1.000000,0.000000
24,neutron,747.000000,1.265602,-1.411440,-92.000000,-1.602763,90.000000,-90.000000,0.000000,-1.000000,0.000000
25,neutron,747.000000,0.000000,0.864242,-92.000000,1.009421,90.000000,-90.000000,0.000000,-1.000000,0.000000
26,neutron,747.000000,0.157030,1.282981,-92.000000,2.429673,90.000000,-90.000000,0.000000,-1.000000,0.000000
27,neutron,747.000000,59.820809,2.033220,-92.000000,-2.581607,90.000000,-90.000000,0.000000,-1.000000,0.000000
223,neutron,747.000000,58.919091,-1.858333,-92.000000,-2.976856,90.000000,-90.000000,0.000000,-1.000000,0.000000
118,neutron,747.000000,534.873447,2.138361,-92.000000,0.857177,90.000000,-90.000000,0.000000,-1.000000,0.000000
119,neutron,747.000000,0.105431,-2.668895,-92.000000,-0.054713,90.000000,-90.000000,0.000000,-1.000000,0.000000
226,neutron,747.000000,226.181768,2.126324,-92.000000,1.350198,90.000000,-90.000000,0.000000,-1.000000,0.000000
