EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
300,neutron,971.000000,17.786512,0.744785,-92.000000,-2.653226,90.000000,-90.000000,0.000000,-1.000000,0.000000
301,neutron,971.000000,0.000000,-1.211126,-92.000000,0.442648,90.000000,-90.000000,0.000000,-1.000000,0.000000
303,neutron,971.000000,40.153403,2.735923,-92.000000,1.367349,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,971.000000,318.300388,-2.669364,-92.000000,-2.173223,90.000000,-90.000000,0.000000,-1.000000,0.000000
1,neutron,971.000000,158.647734,2.934439,-92.000000,2.705734,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,971.000000,0.000000,0.664689,-92.000000,2.106600,90.000000,-90.000000,0.000000,-1.000000,0.000000
201,neutron,970.718009,0.022265,1.178267,-92.000000,1.099449,92.308210,-91.844321,-0.032158,-0.998671,-0.040275
101,neutron,971.000000,60.814517,0.291726,-92.000000,2.216816,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,971.000000,48.396399,1.247299,-92.000000,-2.496557,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,371.489968,0.000000,-2.847002,-92.000000,-2.335045,69.600317,-80.228613,0.159073,-0.923687,0.348567
205,neutron,971.000000,0.000000,2.727546,-92.000000,-0.603112,90.000000,-90.000000,0.000000,-1.000000,0.000000
206,neutron,971.000000,0.098758,2.233893,-92.000000,-1.798554,90.000000,-90.000000,0.000000,-1.000000,0.000000
4,neutron,971.000000,92.989823,0.247777,-92.000000,2.870615,90.000000,-90.000000,0.000000,-1.000000,0.000000
104,neutron,971.000000,0.000000,-2.361969,-92.000000,-0.260102,90.000000,-90.000000,0.000000,-1.000000,0.000000
105,neutron,971.000000,0.000000,0.854189,-92.000000,-1.404501,90.000000,-90.000000,0.000000,-1.000000,0.000000
106,neutron,971.000000,0.374812,-2.399176,-92.000000,1.375936,90.000000,-90.000000,0.000000,-1.000000,0.000000
107,neutron,971.000000,0.000000,0.003843,-92.000000,-0.682807,90.000000,-90.000000,0.000000,-1.000000,0.000000
5,neutron,971.000000,456.688401,-1.368581,-92.000000,2.418081,90.000000,-90.000000,0.000000,-1.000000,0.000000
305,neutron,468.910470,256.354575,1.681591,-92.000000,-0.961924,121.560171,-98.815833,-0.130591,-0.842024,-0.523394
207,neutron,971.000000,139.374845,1.741845,-92.000000,1.397699,90.000000,-90.000000,0.000000,-1.000000,0.000000
306,neutron,971.000000,0.000000,-1.583934,-92.000000,1.502438,90.000000,-90.000000,0.000000,-1.000000,0.000000
307,neutron,971.000000,280.168078,-2.474344,-92.000000,2.177490,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,971.000000,0.000000,2.765223,-92.000000,-1.280797,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,971.000000,0.000000,0.280454,-92.000000,-2.089949,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,971.000000,0.000000,1.368705,-92.000000,0.847659,90.000000,-90.000000,0.000000,-1.000000,0.000000
