EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
300,neutron,328.000000,0.000000,0.388360,-92.000000,-2.044969,90.000000,-90.000000,0.000000,-1.000000,0.000000
301,neutron,328.000000,0.000000,1.695880,-92.000000,2.610875,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,328.000000,278.971380,-2.067611,-92.000000,0.322830,90.000000,-90.000000,0.000000,-1.000000,0.000000
1,neutron,328.000000,21.589296,-0.380458,-92.000000,1.650424,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,328.000000,0.000000,-2.578503,-92.000000,1.569247,90.000000,-90.000000,0.000000,-1.000000,0.000000
201,neutron,328.000000,0.161450,0.478456,-92.000000,-0.274845,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,328.000000,0.000000,-0.219611,-92.000000,-1.447382,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,328.000000,7.552654,2.314320,-92.000000,2.192363,90.000000,-90.000000,0.000000,-1.000000,0.000000
204,neutron,327.134726,0.000000,-1.928981,-92.000000,0.311562,99.832706,-87.524298,0.042561,-0.984391,-0.170772
205,neutron,328.000000,0.000000,-1.879452,-92.000000,0.258310,90.000000,-90.000000,0.000000,-1.000000,0.000000
206,neutron,328.000000,0.098159,-0.409828,-92.000000,-1.520362,90.000000,-90.000000,0.000000,-1.000000,0.000000
101,neutron,328.000000,75.697428,-0.267839,-92.000000,-1.244864,90.000000,-90.000000,0.000000,-1.000000,0.000000
207,neutron,328.000000,22.875059,0.465328,-92.000000,1.159673,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,328.000000,0.000000,-2.148848,-92.000000,2.931506,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,328.000000,0.000000,-1.905757,-92.000000,-1.650302,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,328.000000,0.000000,-0.002774,-92.000000,1.026568,90.000000,-90.000000,0.000000,-1.000000,0.000000
