EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
300,neutron,497.000000,0.042254,2.653733,-92.000000,-1.775168,90.000000,-90.000000,0.000000,-1.000000,0.000000
301,neutron,497.000000,0.000000,0.447280,-92.000000,-1.122355,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,497.000000,155.599612,-2.780614,-92.000000,2.302142,90.000000,-90.000000,0.000000,-1.000000,0.000000
1,neutron,497.000000,20.988275,-0.304734,-92.000000,-1.491899,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,497.000000,0.000000,1.716971,-92.000000,-0.177955,90.000000,-90.000000,0.000000,-1.000000,0.000000
101,neutron,497.000000,39.287731,0.423230,-92.000000,-0.869624,90.000000,-90.000000,0.000000,-1.000000,0.000000
4,neutron,497.000000,134.158665,-2.933582,-92.000000,-2.333688,90.000000,-90.000000,0.000000,-1.000000,0.000000
201,neutron,497.000000,0.161287,-2.827304,-92.000000,2.632586,90.000000,-90.000000,0.000000,-1.000000,0.000000
303,neutron,497.000000,32.656422,-2.353186,-92.000000,1.361279,90.000000,-90.000000,0.000000,-1.000000,0.000000
5,neutron,497.000000,59.132880,0.144925,-92.000000,-0.523524,90.000000,-90.000000,0.000000,-1.000000,0.000000
6,neutron,497.000000,42.233914,0.290894,-92.000000,-1.284524,90.000000,-90.000000,0.000000,-1.000000,0.000000
7,neutron,497.000000,0.000000,-0.033486,-92.000000,1.304150,90.000000,-90.000000,0.000000,-1.000000,0.000000
8,neutron,497.000000,0.136288,2.478338,-92.000000,1.479928,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,497.000000,0.000000,0.337303,-92.000000,2.367027,90.000000,-90.000000,0.000000,-1.000000,0.000000
9,neutron,497.000000,22.002840,-1.842984,-92.000000,-0.579253,90.000000,-90.000000,0.000000,-1.000000,0.000000
10,neutron,497.000000,0.000000,0.177648,-92.000000,-2.462111,90.000000,-90.000000,0.000000,-1.000000,0.000000
11,neutron,497.000000,0.000000,0.281739,-92.000000,2.236287,90.000000,-90.000000,0.000000,-1.000000,0.000000
12,neutron,497.000000,0.087962,-1.893845,-92.000000,-0.157651,90.000000,-90.000000,0.000000,-1.000000,0.000000
14,neutron,497.000000,8.435675,-1.765093,-92.000000,0.350530,90.000000,-90.000000,0.000000,-1.000000,0.000000
15,neutron,497.000000,0.000000,2.840904,-92.000000,-2.884449,90.000000,-90.000000,0.000000,-1.000000,0.000000
16,proton,479.168105,125.959324,1.012974,-92.000000,0.616263,80.496575,-93.968842,-0.068264,-0.983910,0.165107
104,neutron,497.000000,0.000000,2.780714,-92.000000,0.597466,90.000000,-90.000000,0.000000,-1.000000,0.000000
305,neutron,497.000000,200.122912,2.050496,-92.000000,1.871270,90.000000,-90.000000,0.000000,-1.000000,0.000000
306,neutron,497.000000,0.000000,-1.027613,-92.000000,-1.865830,90.000000,-90.000000,0.000000,-1.000000,0.000000
307,neutron,497.000000,24.271827,2.136834,-92.000000,-1.010202,90.000000,-90.000000,0.000000,-1.000000,0.000000
308,neutron,497.000000,253.601384,2.146057,-92.000000,-0.429145,90.000000,-90.000000,0.000000,-1.000000,0.000000
105,neutron,497.000000,0.000000,2.318287,-92.000000,1.282475,90.000000,-90.000000,0.000000,-1.000000,0.000000
106,neutron,497.000000,0.329139,0.108311,-92.000000,0.710308,90.000000,-90.000000,0.000000,-1.000000,0.000000
107,neutron,497.000000,0.000000,0.419519,-92.000000,-2.874779,90.000000,-90.000000,0.000000,-1.000000,0.000000
309,neutron,497.000000,111.614228,1.625370,-92.000000,2.694090,90.000000,-90.000000,0.000000,-1.000000,0.000000
311,neutron,497.000000,263.491898,-1.531996,-92.000000,-0.412111,90.000000,-90.000000,0.000000,-1.000000,0.000000
312,neutron,497.000000,0.000000,-2.993761,-92.000000,2.046129,90.000000,-90.000000,0.000000,-1.000000,0.000000
313,neutron,497.000000,0.000000,-2.427856,-92.000000,1.510809,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,497.000000,63.646364,-2.912570,-92.000000,-2.926814,90.000000,-90.000000,0.000000,-1.000000,0.000000
17,neutron,497.000000,39.138422,-0.405717,-92.000000,-1.136492,90.000000,-90.000000,0.000000,-1.000000,0.000000
205,neutron,497.000000,0.000000,-2.026275,-92.000000,-1.717898,90.000000,-90.000000,0.000000,-1.000000,0.000000
206,neutron,497.000000,0.097934,1.544581,-92.000000,1.299252,90.000000,-90.000000,0.000000,-1.000000,0.000000
207,neutron,497.000000,212.792014,-2.424541,-92.000000,-2.873299,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,497.000000,0.000000,-0.790857,-92.000000,2.108927,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,497.000000,0.000000,-0.375359,-92.000000,0.323064,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,497.000000,0.000000,2.188538,-92.000000,1.729284,90.000000,-90.000000,0.000000,-1.000000,0.000000
212,neutron,497.000000,0.000000,0.333587,-92.000000,1.033064,90.000000,-90.000000,0.000000,-1.000000,0.000000
213,neutron,497.000000,0.000000,-2.252341,-92.000000,1.403118,90.000000,-90.000000,0.000000,-1.000000,0.000000
19,neutron,497.000000,0.000000,-1.630005,-92.000000,-1.788352,90.000000,-90.000000,0.000000,-1.000000,0.000000
20,neutron,497.000000,6.613362,0.772372,-92.000000,2.737274,90.000000,-90.000000,0.000000,-1.000000,0.000000
21,neutron,497.000000,0.000000,1.902550,-92.000000,2.598358,90.000000,-90.000000,0.000000,-1.000000,0.000000
109,neutron,497.000000,132.020153,-0.616834,-92.000000,1.622904,90.000000,-90.000000,0.000000,-1.000000,0.000000
110,neutron,497.000000,0.000000,-1.450246,-92.000000,-0.063639,90.000000,-90.000000,0.000000,-1.000000,0.000000
111,neutron,497.000000,0.000000,-0.907886,-92.000000,2.181340,90.000000,-90.000000,0.000000,-1.000000,0.000000
22,neutron,497.000000,227.919546,2.142131,-92.000000,-0.724246,90.000000,-90.000000,0.000000,-1.000000,0.000000
24,neutron,497.000000,1.220079,2.556794,-92.000000,-1.947075,90.000000,-90.000000,0.000000,-1.000000,0.000000
25,neutron,497.000000,0.000000,-0.702859,-92.000000,-0.705861,90.000000,-90.000000,0.000000,-1.000000,0.000000
26,neutron,497.000000,0.156316,1.820776,-92.000000,-2.786957,90.000000,-90.000000,0.000000,-1.000000,0.000000
