EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
300,neutron,4196.000000,543.038614,2.942285,-92.000000,1.609993,90.000000,-90.000000,0.000000,-1.000000,0.000000
301,neutron,4196.000000,0.000000,0.387625,-92.000000,-1.532458,90.000000,-90.000000,0.000000,-1.000000,0.000000
101,neutron,4196.000000,999.653665,-2.866614,-92.000000,-0.499847,90.000000,-90.000000,0.000000,-1.000000,0.000000
0,neutron,4196.000000,1093.133340,-0.466793,-92.000000,2.914766,90.000000,-90.000000,0.000000,-1.000000,0.000000
201,neutron,4195.704582,0.022683,0.100375,-92.000000,2.124451,90.778426,-90.621590,-0.010848,-0.999849,-0.013586
1,neutron,4196.000000,721.602348,-0.423384,-92.000000,-0.523658,90.000000,-90.000000,0.000000,-1.000000,0.000000
2,neutron,4196.000000,0.000000,-1.895886,-92.000000,2.206831,90.000000,-90.000000,0.000000,-1.000000,0.000000
202,neutron,4196.000000,95.168146,0.933147,-92.000000,-1.836628,90.000000,-90.000000,0.000000,-1.000000,0.000000
303,neutron,4196.000000,27.518869,2.719919,-92.000000,0.095316,90.000000,-90.000000,0.000000,-1.000000,0.000000
4,neutron,4196.000000,100.461019,1.660818,-92.000000,-1.869445,90.000000,-90.000000,0.000000,-1.000000,0.000000
305,proton,4101.237429,98.720408,0.604551,-92.000000,-1.076062,92.554325,-85.603345,0.076585,-0.996067,-0.044567
306,neutron,4196.000000,0.000000,0.671828,-92.000000,0.373406,90.000000,-90.000000,0.000000,-1.000000,0.000000
5,neutron,4196.000000,133.398427,1.733269,-92.000000,2.830810,90.000000,-90.000000,0.000000,-1.000000,0.000000
203,neutron,15.839277,6.343036,0.216352,-92.000000,2.350801,74.154397,-124.255887,-0.541501,-0.795125,0.273046
204,neutron,4195.034633,0.000000,2.380113,-92.000000,-2.463934,91.747433,-89.564351,0.007600,-0.999506,-0.030494
205,neutron,4196.000000,0.000000,-2.931673,-92.000000,-2.654239,90.000000,-90.000000,0.000000,-1.000000,0.000000
206,neutron,4196.000000,0.100630,-0.292839,-92.000000,1.821113,90.000000,-90.000000,0.000000,-1.000000,0.000000
6,neutron,4196.000000,1007.174553,1.434988,-92.000000,-1.628152,90.000000,-90.000000,0.000000,-1.000000,0.000000
7,neutron,4196.000000,0.091918,2.626927,-92.000000,2.650100,90.000000,-90.000000,0.000000,-1.000000,0.000000
8,neutron,4196.000000,0.140105,-0.337678,-92.000000,0.398669,90.000000,-90.000000,0.000000,-1.000000,0.000000
307,neutron,4196.000000,1546.359150,2.922422,-92.000000,-1.277878,90.000000,-90.000000,0.000000,-1.000000,0.000000
308,neutron,4196.000000,99.383082,-0.701101,-92.000000,-2.024270,90.000000,-90.000000,0.000000,-1.000000,0.000000
207,neutron,4196.000000,481.960433,1.327771,-92.000000,-1.729560,90.000000,-90.000000,0.000000,-1.000000,0.000000
209,neutron,4196.000000,0.000000,-0.760106,-92.000000,1.789246,90.000000,-90.000000,0.000000,-1.000000,0.000000
210,neutron,4196.000000,0.000000,1.067547,-92.000000,1.689065,90.000000,-90.000000,0.000000,-1.000000,0.000000
211,neutron,4196.000000,0.000000,2.761364,-92.000000,-2.625091,90.000000,-90.000000,0.000000,-1.000000,0.000000
212,neutron,4196.000000,0.000000,0.707625,-92.000000,-0.017942,90.000000,-90.000000,0.000000,-1.000000,0.000000
