particle_id,particle,energy_MeV,pos_x_m,pos_y_m,pos_z_m,dir_x,dir_y,dir_z
0,neutron,41.386399164391655,-0.14397576161922726,99.0,-0.026309067700354676,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.1321083488903675,99.0,0.05978045893976222,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.1312964855048945,99.0,0.019141215372852446,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.1408633952966381,99.0,0.02519111362749009,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.07385551159591452,99.0,-0.01406361750693727,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.06545301871829262,99.0,0.041633988942394645,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.13952522939454481,99.0,-0.0019493134118342692,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.18370609147170758,99.0,0.027363639249849955,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.07059033891690886,99.0,0.06546372945867251,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.01072978808792191,99.0,0.02116462639091926,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.029411116593824782,99.0,-0.01777561480079623,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.13326093957981922,99.0,-0.07535209043864904,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.09940359480108518,99.0,0.010497837338049723,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.1289405871963113,99.0,0.0033962302352043283,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.1352051504388361,99.0,0.056455802023814894,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.11622509639635442,99.0,0.07753288662233518,0.0,-1.0,0.0
0,neutron,41.386399164391655,-0.10228068795627425,99.0,-0.0642695055346057,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.0796116895837583,99.0,-0.008458447223596163,0.0,-1.0,0.0
0,neutron,41.386399164391655,0.17774020111937366,99.0,-0.06683874094582146,0.0,-1.0,0.0
