particle_id,particle,energy_MeV,pos_x_m,pos_y_m,pos_z_m,dir_x,dir_y,dir_z
0,proton,41.386399164391655,-0.14468588713449315,99.0,0.07764222825984218,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.03437025561710977,99.0,-0.015634868839558586,0.0,-1.0,0.0
0,proton,41.386399164391655,0.019928890386315817,99.0,0.010067016215725907,0.0,-1.0,0.0
0,proton,41.386399164391655,0.15254533916631163,99.0,0.030562265778905362,0.0,-1.0,0.0
0,proton,41.386399164391655,0.10197974380454627,99.0,0.008394743836604948,0.0,-1.0,0.0
0,proton,41.386399164391655,0.1706036276002969,99.0,-0.04532255558546159,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.07495119240032368,99.0,0.07005826119700082,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.17571752015370723,99.0,-0.059451493834167354,0.0,-1.0,0.0
0,proton,41.386399164391655,0.11728235732369074,99.0,0.025226791381056435,0.0,-1.0,0.0
0,proton,41.386399164391655,0.08965737606299595,99.0,0.08404948466538456,0.0,-1.0,0.0
0,proton,41.386399164391655,0.12081767347054984,99.0,-0.07874681328141937,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.1698565568707066,99.0,0.02672857906382159,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12864627519405747,99.0,-0.07235007144972162,0.0,-1.0,0.0
0,proton,41.386399164391655,0.09059417237420808,99.0,0.08008096814582458,0.0,-1.0,0.0
0,proton,41.386399164391655,0.17222483789741022,99.0,-0.016787801729416435,0.0,-1.0,0.0
0,proton,41.386399164391655,0.15743123865836323,99.0,-0.03574717702605425,0.0,-1.0,0.0
0,proton,41.386399164391655,0.07589255326429167,99.0,0.020553702557708484,0.0,-1.0,0.0
0,proton,41.386399164391655,0.11519093734301611,99.0,0.06105077227226857,0.0,-1.0,0.0
0,proton,41.386399164391655,0.07902459414450341,99.0,0.029620099657274357,0.0,-1.0,0.0
0,proton,41.386399164391655,0.1338705386772266,99.0,0.07304218488999184,0.0,-1.0,0.0
0,proton,41.386399164391655,0.06425228421169749,99.0,0.03183079022625816,0.0,-1.0,0.0
0,proton,41.386399164391655,0.05981024089237136,99.0,-0.009029449937132256,0.0,-1.0,0.0
0,proton,41.386399164391655,0.128511461194997,99.0,0.006090766991856511,0.0,-1.0,0.0
0,proton,41.386399164391655,0.1425701441450246,99.0,-0.013998417980743486,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12165005115473271,99.0,-0.025055706489852773,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.1004612770383446,99.0,0.05855236570359512,0.0,-1.0,0.0
0,proton,41.386399164391655,0.06963419484516409,99.0,0.0076032737046907994,0.0,-1.0,0.0
0,proton,41.386399164391655,0.061211149347715904,99.0,-0.022455616930549288,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.08036988825448735,99.0,-0.00460497112878841,0.0,-1.0,0.0
0,proton,41.386399164391655,0.09077535078314147,99.0,0.06623615245329742,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.045566607940201176,99.0,-0.07522190922467194,0.0,-1.0,0.0
0,proton,41.386399164391655,0.08151308263637214,99.0,0.07500407346579041,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.03729014567859773,99.0,-0.061691131858610505,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.05967789475699675,99.0,-0.030209410443484803,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.11818741990155888,99.0,0.022308598305694483,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.07147856606363971,99.0,0.03381304295575434,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.0976929842505294,99.0,0.001931900650346291,0.0,-1.0,0.0
0,proton,41.386399164391655,0.09338139683174951,99.0,-0.08734413857706069,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.04984807274106873,99.0,0.05744269589275455,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.17033865079387517,99.0,0.055158956388708436,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.09889136750452432,99.0,0.06844935411039343,0.0,-1.0,0.0
0,proton,41.386399164391655,0.027496746705685443,99.0,-0.03619709573473265,0.0,-1.0,0.0
0,proton,41.386399164391655,0.07859962203166121,99.0,0.07593978133303039,0.0,-1.0,0.0
0,proton,41.386399164391655,0.17568357374122107,99.0,0.016872869352012723,0.0,-1.0,0.0
0,proton,41.386399164391655,0.0684783888435081,99.0,0.015793630902973865,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.0008547755329142703,99.0,0.06589663575385632,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.1436632690463991,99.0,-0.050483988244963765,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.04239222238924417,99.0,0.07116513000982339,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.029299204692379066,99.0,0.01061593654920874,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.01158534409587647,99.0,0.0221867119051527,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.035495009622173695,99.0,0.06280806735936684,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.13385897764101706,99.0,0.0485164945480252,0.0,-1.0,0.0
0,proton,41.386399164391655,0.09496980695894097,99.0,-0.021530784586862625,0.0,-1.0,0.0
0,proton,41.386399164391655,0.022834776059299067,99.0,0.07782234155339449,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.10141709951200371,99.0,-0.0028680948363717512,0.0,-1.0,0.0
0,proton,41.386399164391655,0.031164431378853746,99.0,-0.054655556861792035,0.0,-1.0,0.0
0,proton,41.386399164391655,0.16261594536022683,99.0,0.026890022116816376,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.08369717417648484,99.0,-0.07762269913251905,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12009202791685863,99.0,0.05432944913561022,0.0,-1.0,0.0
0,proton,41.386399164391655,0.10238791605709902,99.0,-0.015903120637509024,0.0,-1.0,0.0
0,proton,41.386399164391655,0.06817345399003416,99.0,-0.07423371542719824,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.18706879619741046,99.0,-0.000933501769560835,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.022971919868456148,99.0,0.04222598408791353,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.03632621456776991,99.0,0.06529878065409539,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.09223023667994747,99.0,-0.039021164591453744,0.0,-1.0,0.0
0,proton,41.386399164391655,0.10068950408888422,99.0,0.04681570769701421,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.15714260825047163,99.0,-0.0860640105396203,0.0,-1.0,0.0
0,proton,41.386399164391655,0.08652396192574419,99.0,-0.061842810045573904,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.0394993104429171,99.0,0.021593751436365022,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.10806584929947877,99.0,0.060535055041696095,0.0,-1.0,0.0
0,proton,41.386399164391655,0.000664669621837477,99.0,0.011532931604628122,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.13991705719735892,99.0,-0.06927071709467338,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.10424165873124135,99.0,0.005900504862537348,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.07614781916537638,99.0,-0.044175482980485764,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12050738238714406,99.0,-0.037554880396385916,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.14071566393814494,99.0,-0.0001726134922852285,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.08000430767506317,99.0,0.017461172861804514,0.0,-1.0,0.0
0,proton,41.386399164391655,0.13526473294688157,99.0,-0.050789491693639374,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.13471906196367245,99.0,-0.06012118665928606,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.13415233079035388,99.0,0.07898662312850038,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.1680901821958607,99.0,-0.08633714284395765,0.0,-1.0,0.0
0,proton,41.386399164391655,0.0027518175860167804,99.0,0.06708787252209708,0.0,-1.0,0.0
0,proton,41.386399164391655,0.023254634321288326,99.0,0.021347247320603877,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.039975043096049434,99.0,0.006311836680343769,0.0,-1.0,0.0
0,proton,41.386399164391655,0.058600837103494896,99.0,0.03685380917571081,0.0,-1.0,0.0
0,proton,41.386399164391655,0.02161647371655767,99.0,0.08409773195090656,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12857154290521122,99.0,0.08445426462588773,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.07285597656277248,99.0,-0.059647177707074034,0.0,-1.0,0.0
0,proton,41.386399164391655,0.006133681777027028,99.0,0.020674425843199937,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.024005253561033113,99.0,0.06684880937956258,0.0,-1.0,0.0
0,proton,41.386399164391655,0.16854040539802306,99.0,0.0338867274507183,0.0,-1.0,0.0
0,proton,41.386399164391655,0.08850902717721976,99.0,-0.07342402534233934,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.13744767662359314,99.0,-0.007223847427733812,0.0,-1.0,0.0
0,proton,41.386399164391655,0.1224184981116409,99.0,0.035065972680417015,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.03418428037183974,99.0,-0.02216512989119228,0.0,-1.0,0.0
0,proton,41.386399164391655,0.0392394018758761,99.0,0.07489903010261495,0.0,-1.0,0.0
0,proton,41.386399164391655,0.008558071258381539,99.0,-0.02983216986597098,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.12564816638711923,99.0,-0.05078579512329398,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.060997131282022526,99.0,0.0334720372563968,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.16794277354424544,99.0,-0.07514179880048193,0.0,-1.0,0.0
0,proton,41.386399164391655,-0.1466125088341809,99.0,0.08343847589075773,0.0,-1.0,0.0
