EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,1062.337136,96.641479,-0.364737,-92.000000,0.706247,90.414504,-89.890256,0.001915,-0.999972,-0.007234
302,proton,1060.553639,96.338381,-1.316514,-92.000000,0.686283,91.985775,-88.956708,0.018197,-0.999234,-0.034651
201,proton,1059.328535,392.393869,0.062355,-92.000000,1.014291,89.994386,-90.600362,-0.010478,-0.999945,0.000098
2,proton,1058.462710,596.506164,-1.893388,-92.000000,-0.635438,90.568511,-90.393300,-0.006864,-0.999927,-0.009922
103,proton,1062.666108,274.673371,1.342235,-92.000000,1.703786,90.517956,-90.070174,-0.001225,-0.999958,-0.009040
303,proton,1061.928698,507.990133,-0.917572,-92.000000,1.392067,89.436485,-89.419822,0.010125,-0.999900,0.009835
104,proton,1057.200567,94.193784,-1.229103,-92.000000,1.557717,89.494767,-89.856324,0.002508,-0.999958,0.008818
202,anti_nu_mu,58.176086,0.000000,1.787168,-92.000000,-1.789345,62.439727,-101.924307,-0.183173,-0.867395,0.462681
203,proton,1059.932629,97.199801,0.812098,-92.000000,1.702427,90.558557,-90.305199,-0.005326,-0.999938,-0.009749
305,proton,1061.081492,99.264910,-0.223206,-92.000000,-0.129150,90.112093,-89.975220,0.000432,-0.999998,-0.001956
204,proton,1061.370868,143.539454,-1.952361,-92.000000,0.624901,89.969786,-89.910030,0.001570,-0.999999,0.000527
205,proton,1059.288856,93.997169,-0.442983,-92.000000,1.959365,90.170213,-89.714077,0.004990,-0.999983,-0.002971
206,proton,1059.944238,91.494810,2.434965,-92.000000,0.873384,89.708686,-90.261825,-0.004570,-0.999977,0.005084
4,proton,1052.187406,408.109985,-0.079436,-92.000000,1.323858,89.689117,-89.751626,0.004335,-0.999976,0.005426
5,proton,1057.377830,93.370083,-2.739865,-92.000000,0.285001,90.651087,-90.295288,-0.005153,-0.999922,-0.011363
110,proton,1056.876528,92.603347,-2.329756,-92.000000,-1.959370,89.748110,-89.808664,0.003339,-0.999985,0.004396
306,proton,129.668516,87.269862,0.800098,-92.000000,-1.095239,98.307688,-90.547845,-0.009461,-0.989461,-0.144489
111,proton,1058.432923,244.772299,-2.206538,-92.000000,1.003725,89.840410,-89.823827,0.003075,-0.999991,0.002785
307,proton,1058.307197,93.885445,1.402176,-92.000000,1.688672,89.233654,-89.927998,0.001257,-0.999910,0.013375
209,proton,1054.045102,92.946443,-0.808994,-92.000000,1.156204,89.805240,-90.376504,-0.006571,-0.999973,0.003399
308,proton,1060.451764,93.876771,0.611635,-92.000000,-2.357792,90.413508,-89.998384,0.000028,-0.999974,-0.007217
210,proton,1060.186226,98.197606,1.380784,-92.000000,0.279559,89.884058,-90.544658,-0.009506,-0.999953,0.002024
112,proton,1061.521966,254.494991,-0.636791,-92.000000,-1.991965,90.789743,-89.568421,0.007532,-0.999877,-0.013783
309,proton,1059.426311,94.591181,2.428346,-92.000000,2.503199,88.614300,-88.457429,0.026912,-0.999345,0.024183
7,proton,1059.867228,593.482931,-2.670484,-92.000000,0.812997,90.065529,-90.418550,-0.007305,-0.999973,-0.001144
113,proton,1053.143214,87.254162,-0.505607,-92.000000,-0.478609,89.804021,-90.189981,-0.003316,-0.999989,0.003420
211,gamma,0.963642,0.759592,2.239069,-92.000000,-1.068467,107.822202,-76.206309,0.226985,-0.924555,-0.306064
8,proton,1060.938198,99.575564,2.253731,-92.000000,-0.633594,89.220439,-88.780774,0.021276,-0.999681,0.013605
114,proton,1058.443322,70.104992,-2.268832,-92.000000,-0.677927,89.975432,-90.310586,-0.005421,-0.999985,0.000429
212,proton,1059.981049,137.952195,1.658269,-92.000000,-1.720854,89.263148,-89.577891,0.007367,-0.999890,0.012860
9,proton,1062.653945,89.855964,-0.401861,-92.000000,1.097780,89.873057,-89.830419,0.002960,-0.999993,0.002216
311,proton,1058.200491,313.124248,-0.089257,-92.000000,1.246674,89.776274,-90.797644,-0.013921,-0.999895,0.003905
115,proton,1059.657215,95.589734,-2.994120,-92.000000,-2.728282,90.655424,-90.406385,-0.007092,-0.999909,-0.011439
213,proton,1059.374652,545.232301,-0.864832,-92.000000,1.175144,90.653637,-89.934335,0.001146,-0.999934,-0.011408
214,proton,1059.659313,92.575133,1.500184,-92.000000,-2.758538,91.399686,-89.939900,0.001049,-0.999701,-0.024427
313,proton,1059.163141,95.870600,1.085622,-92.000000,-0.580028,89.597207,-89.995010,0.000087,-0.999975,0.007030
12,proton,1057.522401,139.544742,1.052741,-92.000000,-2.262522,90.219789,-89.788841,0.003685,-0.999986,-0.003836
118,proton,1059.113579,96.962632,-0.446431,-92.000000,2.616386,89.720647,-89.532453,0.008160,-0.999955,0.004876
