EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
300,proton,14941.067181,134.387303,1.912423,-92.000000,-0.893253,89.941701,-89.954355,0.000797,-0.999999,0.001018
0,proton,14957.356261,110.312187,-1.713471,-92.000000,2.374183,90.004939,-90.061985,-0.001082,-0.999999,-0.000086
302,proton,14957.049503,87.982515,1.854833,-92.000000,1.541465,89.983205,-89.973453,0.000463,-1.000000,0.000293
100,mu+,310.612347,91.912201,2.820936,-92.000000,0.255654,88.597373,-82.847334,0.124476,-0.991921,0.024478
1,proton,14891.372183,1101.620292,0.710552,-92.000000,1.386454,89.991372,-90.010621,-0.000185,-1.000000,0.000151
303,proton,14952.574625,1474.547609,-2.133728,-92.000000,-1.384926,90.023994,-90.025765,-0.000450,-1.000000,-0.000419
103,proton,14934.192526,1181.558474,2.388659,-92.000000,1.823980,90.021778,-90.021300,-0.000372,-1.000000,-0.000380
104,proton,14951.384770,92.787180,-2.062334,-92.000000,-0.566075,90.004537,-90.018311,-0.000320,-1.000000,-0.000079
305,proton,14954.843767,807.504618,-0.409254,-92.000000,1.306585,90.014186,-90.058753,-0.001025,-0.999999,-0.000248
3,gamma,61.150394,94.211843,-2.396999,-92.000000,0.167328,90.545534,-95.956637,-0.103771,-0.994556,-0.009521
201,proton,14960.560923,2548.652550,-2.352020,-92.000000,-1.366430,90.034414,-89.981053,0.000331,-1.000000,-0.000601
105,proton,14950.971736,303.510154,0.155224,-92.000000,-2.086104,90.001381,-89.991833,0.000143,-1.000000,-0.000024
4,proton,14913.240661,235.860678,-0.831327,-92.000000,1.611778,89.973555,-89.953226,0.000816,-1.000000,0.000462
5,proton,14951.689404,91.019556,-2.564618,-92.000000,0.677479,89.965884,-90.061856,-0.001080,-0.999999,0.000595
202,proton,5254.081257,84.992697,1.616104,-92.000000,-0.318179,93.070330,-90.094105,-0.001640,-0.998563,-0.053562
106,proton,14948.710424,1249.283157,2.033826,-92.000000,-0.064730,90.001219,-89.989208,0.000188,-1.000000,-0.000021
203,proton,14936.929817,102.576304,0.767416,-92.000000,-1.024086,90.008878,-89.981166,0.000329,-1.000000,-0.000155
107,proton,14955.208097,105.604672,-1.597194,-92.000000,-1.146204,90.026664,-89.950318,0.000867,-1.000000,-0.000465
204,proton,14952.211865,200.253050,-0.921577,-92.000000,-2.641017,90.054576,-90.001967,-0.000034,-1.000000,-0.000953
108,proton,14928.602982,102.290865,2.832865,-92.000000,-1.022783,89.539871,-89.994420,0.000097,-0.999968,0.008031
306,neutron,14018.527472,2595.349350,-2.859081,-92.000000,1.504006,89.742643,-90.400695,-0.006993,-0.999965,0.004492
205,proton,14958.299990,95.589627,2.005305,-92.000000,2.932198,89.952270,-89.986867,0.000229,-1.000000,0.000833
307,proton,14956.686125,85.899745,1.061946,-92.000000,2.765360,90.004141,-90.080912,-0.001412,-0.999999,-0.000072
109,proton,14956.973852,91.692335,2.330144,-92.000000,-1.004989,89.988524,-89.967096,0.000574,-1.000000,0.000200
206,proton,14957.178381,86.256104,1.689743,-92.000000,-0.014445,90.007042,-90.034044,-0.000594,-1.000000,-0.000123
110,proton,14954.048955,89.518453,-0.495020,-92.000000,-2.846136,89.995296,-89.948621,0.000897,-1.000000,0.000082
7,proton,14931.093043,686.185414,-0.478071,-92.000000,1.649153,89.983651,-89.999788,0.000004,-1.000000,0.000285
308,proton,14811.610328,95.719638,2.005881,-92.000000,2.290884,89.939939,-90.040453,-0.000706,-0.999999,0.001048
111,proton,14956.354508,219.600939,-0.712704,-92.000000,-0.181817,90.007837,-90.007612,-0.000133,-1.000000,-0.000137
309,proton,14950.407994,98.122269,-0.353147,-92.000000,-0.312464,89.977576,-89.964306,0.000623,-1.000000,0.000391
8,proton,14958.899123,79.529607,-2.359901,-92.000000,-0.806787,90.009386,-90.090372,-0.001577,-0.999999,-0.000164
9,proton,14957.037022,109.160736,-2.334829,-92.000000,-1.499697,90.002950,-90.032441,-0.000566,-1.000000,-0.000051
311,proton,14959.078661,212.326896,1.532918,-92.000000,-0.769818,89.956584,-89.983072,0.000295,-1.000000,0.000758
10,proton,14954.984903,91.952594,-0.515093,-92.000000,1.660276,90.023576,-89.950683,0.000861,-1.000000,-0.000411
208,proton,14959.103151,462.638933,-2.096203,-92.000000,0.456641,90.025408,-89.958992,0.000716,-1.000000,-0.000443
209,proton,14954.965448,120.815011,-2.489024,-92.000000,-2.434504,89.974172,-90.043812,-0.000765,-1.000000,0.000451
210,proton,14959.010146,83.084130,1.107056,-92.000000,-1.633522,90.003389,-89.999859,0.000002,-1.000000,-0.000059
312,proton,14957.053466,676.267714,-0.217673,-92.000000,1.411610,90.038336,-89.970803,0.000510,-1.000000,-0.000669
11,proton,14957.321150,957.950495,1.792998,-92.000000,0.166673,89.981001,-89.981029,0.000331,-1.000000,0.000332
112,proton,14951.423816,2162.182881,1.154741,-92.000000,1.169949,90.231047,-90.212200,-0.003704,-0.999985,-0.004033
313,proton,14956.159066,90.252555,1.173485,-92.000000,-0.870108,90.008704,-89.981674,0.000320,-1.000000,-0.000152
12,proton,14884.374233,298.379559,-2.622200,-92.000000,1.938810,90.053490,-90.028091,-0.000490,-0.999999,-0.000934
113,proton,14949.243772,91.686650,2.528636,-92.000000,-1.929504,90.011743,-89.981078,0.000330,-1.000000,-0.000205
314,proton,14953.502275,139.277287,-0.260327,-92.000000,-2.879004,89.984184,-89.956758,0.000755,-1.000000,0.000276
211,proton,14249.538629,816.192215,-0.461897,-92.000000,2.101496,89.712389,-90.165333,-0.002886,-0.999983,0.005020
13,mu+,2087.855659,104.523449,-0.433341,-92.000000,2.373447,89.303110,-90.222495,-0.003883,-0.999918,0.012163
114,proton,14935.125863,489.763444,0.324473,-92.000000,-1.143613,89.990733,-89.972209,0.000485,-1.000000,0.000162
115,proton,14960.462012,82.559689,-2.231224,-92.000000,2.277778,90.011993,-89.987274,0.000222,-1.000000,-0.000209
212,proton,14956.191276,103.130452,-0.160595,-92.000000,-2.795241,90.016514,-90.037033,-0.000646,-1.000000,-0.000288
315,proton,14959.383160,1155.445712,-2.513630,-92.000000,-2.487791,90.020820,-89.983017,0.000296,-1.000000,-0.000363
213,proton,14955.030364,589.365140,-0.830543,-92.000000,2.187185,89.967415,-90.050963,-0.000889,-0.999999,0.000569
316,proton,14960.516322,91.767219,-1.632216,-92.000000,-1.225503,90.069698,-90.026554,-0.000463,-0.999999,-0.001216
317,proton,14956.806921,91.227541,-2.708993,-92.000000,1.800232,89.670174,-90.047252,-0.000825,-0.999983,0.005757
214,proton,14960.010340,123.775966,-2.022122,-92.000000,2.957049,89.931141,-90.009003,-0.000157,-0.999999,0.001202
14,proton,14085.536294,232.261086,0.037920,-92.000000,2.160083,89.061093,-90.029572,-0.000516,-0.999866,0.016386
215,proton,14954.195739,911.286283,-1.305974,-92.000000,-1.866038,90.016320,-89.986241,0.000240,-1.000000,-0.000285
216,proton,14958.154828,326.853903,-0.295546,-92.000000,2.589061,90.016583,-90.044130,-0.000770,-1.000000,-0.000289
116,proton,14916.664512,1249.927524,-0.220723,-92.000000,-0.518345,90.064228,-90.007220,-0.000126,-0.999999,-0.001121
117,proton,14952.299245,97.740507,-2.070582,-92.000000,-1.532500,89.987740,-90.103100,-0.001799,-0.999998,0.000214
118,proton,14956.330526,102.931715,-0.062241,-92.000000,-2.681304,89.959384,-89.954062,0.000802,-0.999999,0.000709
119,proton,14959.091476,81.950892,0.319110,-92.000000,0.128308,90.024636,-89.932423,0.001179,-0.999999,-0.000430
319,proton,14957.471268,93.292014,-1.217387,-92.000000,-2.267489,90.047320,-90.050537,-0.000882,-0.999999,-0.000826
120,proton,14936.371250,114.677554,1.729802,-92.000000,2.002999,90.177016,-89.893681,0.001856,-0.999994,-0.003090
16,proton,14953.402710,96.512057,2.263327,-92.000000,-2.652213,89.986462,-89.972344,0.000483,-1.000000,0.000236
17,proton,14944.048285,96.745514,1.082705,-92.000000,2.638502,90.026191,-90.049137,-0.000858,-1.000000,-0.000457
121,proton,14960.570582,389.390790,-1.346037,-92.000000,2.830650,90.013575,-89.990754,0.000161,-1.000000,-0.000237
122,proton,14958.754423,123.198244,-0.713493,-92.000000,-0.887038,90.015438,-89.973395,0.000464,-1.000000,-0.000269
217,pi+,1536.734748,184.330097,-0.390305,-92.000000,1.373860,83.037916,-97.844771,-0.135483,-0.983337,0.121212
320,proton,14955.190057,1902.091564,-1.592048,-92.000000,-2.661583,89.993299,-89.972633,0.000478,-1.000000,0.000117
123,proton,14939.439344,98.895281,0.305609,-92.000000,-0.964014,90.011600,-90.062789,-0.001096,-0.999999,-0.000202
124,proton,14957.761842,83.172127,2.636043,-92.000000,0.362861,89.926557,-89.950822,0.000858,-0.999999,0.001282
18,proton,14953.557397,397.919908,-1.433882,-92.000000,0.009200,90.042106,-89.981055,0.000331,-1.000000,-0.000735
125,proton,14931.505278,325.460991,-1.300060,-92.000000,2.853305,89.998932,-90.061196,-0.001068,-0.999999,0.000019
321,proton,14949.916642,2063.001011,-1.959157,-92.000000,-0.222275,90.069268,-90.044140,-0.000770,-0.999999,-0.001209
219,proton,14898.427829,86.200440,-1.133199,-92.000000,-2.348290,89.961355,-89.990190,0.000171,-1.000000,0.000674
127,proton,14957.126008,224.766339,-0.414608,-92.000000,0.806265,89.965613,-89.928997,0.001239,-0.999999,0.000600
322,proton,14944.900515,575.535781,-1.981332,-92.000000,0.246714,89.988595,-89.930760,0.001208,-0.999999,0.000199
