EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,13145.193005,97.903664,2.818792,-92.000000,2.327546,90.027682,-90.029742,-0.000519,-1.000000,-0.000483
300,proton,13135.666568,716.449829,-0.553453,-92.000000,1.809758,89.949817,-89.955891,0.000770,-0.999999,0.000876
1,proton,13089.391516,122.806448,0.495573,-92.000000,-1.596183,89.954993,-89.979553,0.000357,-1.000000,0.000786
100,neutron,3531.442677,0.000000,2.763832,-92.000000,0.992322,91.190271,-87.269333,0.047631,-0.998649,-0.020773
301,proton,12833.284243,134.044271,-1.969117,-92.000000,-2.711136,90.708672,-89.482364,0.009034,-0.999883,-0.012368
302,proton,13153.367766,131.229966,-2.352312,-92.000000,1.112985,89.951650,-89.976993,0.000402,-1.000000,0.000844
201,proton,13153.607028,156.270014,-0.670932,-92.000000,2.797601,89.988871,-89.991747,0.000144,-1.000000,0.000194
2,proton,13140.338239,1407.556924,0.589455,-92.000000,1.449018,90.006539,-90.018577,-0.000324,-1.000000,-0.000114
303,proton,13149.195663,978.500599,-2.322050,-92.000000,-0.817857,90.043758,-90.039172,-0.000684,-0.999999,-0.000764
202,neutron,11809.992587,1026.648252,-0.098673,-92.000000,-0.186453,92.344260,-91.785714,-0.031135,-0.998678,-0.040904
203,proton,13131.958561,95.116157,0.410433,-92.000000,0.768649,90.049963,-89.975026,0.000436,-1.000000,-0.000872
101,nu_mu,244.695550,0.000000,-0.341266,-92.000000,-0.702341,86.454167,-87.914968,0.036313,-0.997425,0.061847
204,proton,13151.676594,92.711400,-0.589415,-92.000000,-0.131222,90.008588,-90.023161,-0.000404,-1.000000,-0.000150
205,proton,13153.704159,132.939665,2.631329,-92.000000,-1.612514,89.960231,-89.957440,0.000743,-0.999999,0.000694
206,proton,13152.545208,95.532274,1.726948,-92.000000,1.984960,90.057489,-90.024876,-0.000434,-0.999999,-0.001003
208,proton,13153.343491,1230.889934,0.538792,-92.000000,1.010982,89.932386,-90.092279,-0.001611,-0.999998,0.001180
3,neutron,4291.823202,1181.702192,-0.423532,-92.000000,-1.612198,90.318969,-88.590729,0.024594,-0.999682,-0.005567
209,proton,13144.171895,87.795060,2.061813,-92.000000,-2.237929,89.990247,-90.048178,-0.000841,-1.000000,0.000170
103,proton,13122.269647,1412.875566,-2.658297,-92.000000,2.817508,90.044870,-89.966318,0.000588,-1.000000,-0.000783
210,proton,13151.104660,93.373827,-0.252060,-92.000000,-1.414298,89.996212,-90.084201,-0.001470,-0.999999,0.000066
104,proton,13147.994842,88.994155,2.330465,-92.000000,1.117161,90.003428,-90.001103,-0.000019,-1.000000,-0.000060
4,proton,13118.117856,1026.448286,-2.933452,-92.000000,-1.746554,89.961820,-89.989696,0.000180,-1.000000,0.000666
5,proton,13141.257001,82.295057,-2.649634,-92.000000,2.033987,90.010665,-90.020974,-0.000366,-1.000000,-0.000186
211,proton,6653.317289,532.794845,2.147502,-92.000000,-1.067506,90.676200,-91.132054,-0.019755,-0.999735,-0.011802
105,proton,13146.819108,905.584077,0.940774,-92.000000,1.050888,90.017403,-90.002130,-0.000037,-1.000000,-0.000304
212,proton,13150.806399,84.646511,0.300786,-92.000000,-2.542948,90.006900,-90.029547,-0.000516,-1.000000,-0.000120
106,proton,13142.769730,1666.464983,1.867332,-92.000000,1.953021,90.002893,-89.968999,0.000541,-1.000000,-0.000050
305,proton,13150.643278,3232.232501,-2.872340,-92.000000,-2.499040,90.031209,-90.019670,-0.000343,-1.000000,-0.000545
213,proton,13154.312034,482.100343,-2.774566,-92.000000,2.655658,89.994339,-89.997086,0.000051,-1.000000,0.000099
107,proton,13148.307727,90.910613,-0.772939,-92.000000,0.222802,90.019649,-89.951531,0.000846,-1.000000,-0.000343
108,proton,13125.886787,85.529216,1.655994,-92.000000,-2.132959,90.117747,-89.486747,0.008958,-0.999958,-0.002055
214,proton,13155.785211,120.147138,-2.577439,-92.000000,-1.746199,89.986004,-90.033532,-0.000585,-1.000000,0.000244
109,proton,13153.389088,81.397744,-0.298636,-92.000000,0.783428,89.990167,-89.961046,0.000680,-1.000000,0.000172
215,proton,13139.771348,124.173463,2.605453,-92.000000,-1.780542,90.008337,-89.977137,0.000399,-1.000000,-0.000146
110,proton,13150.352040,98.452542,2.949206,-92.000000,-0.745401,89.956123,-89.958012,0.000733,-0.999999,0.000766
111,proton,13153.654388,1020.027326,1.170995,-92.000000,2.100158,90.035292,-90.057083,-0.000996,-0.999999,-0.000616
216,proton,13148.784147,491.448481,0.763277,-92.000000,-1.253536,90.024566,-90.036459,-0.000636,-1.000000,-0.000429
