EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,807.924192,104.233561,0.147441,-92.000000,-1.511557,90.145967,-90.275801,-0.004814,-0.999985,-0.002548
300,proton,805.142266,284.177217,-1.036699,-92.000000,-0.204630,89.819907,-89.405380,0.010378,-0.999941,0.003143
1,proton,803.611993,123.086256,-2.894013,-92.000000,0.989828,90.387810,-90.079694,-0.001391,-0.999976,-0.006769
302,proton,805.065978,99.890901,0.375370,-92.000000,0.589508,88.711696,-91.660599,-0.028972,-0.999327,0.022483
103,proton,805.472141,202.522889,-0.253816,-92.000000,-1.836689,90.592701,-90.278714,-0.004864,-0.999935,-0.010344
104,proton,803.424011,98.738944,0.867433,-92.000000,0.703270,88.966567,-90.464987,-0.008114,-0.999804,0.018036
303,proton,805.610424,436.496109,-2.781108,-92.000000,-1.105896,90.471536,-90.367498,-0.006414,-0.999946,-0.008230
201,proton,805.505677,430.792708,0.287059,-92.000000,0.744911,89.909859,-90.264495,-0.004616,-0.999988,0.001573
107,proton,807.577164,98.804564,-2.889798,-92.000000,0.107987,89.779666,-90.344468,-0.006012,-0.999975,0.003846
4,proton,805.149869,424.630557,-0.508860,-92.000000,-1.484615,89.859448,-89.517542,0.008420,-0.999962,0.002453
204,proton,802.645375,109.136057,-0.605941,-92.000000,-2.328796,90.340813,-89.570246,0.007500,-0.999954,-0.005948
109,proton,800.251319,100.468809,0.525489,-92.000000,0.770898,89.168213,-90.675124,-0.011782,-0.999825,0.014517
5,proton,806.425669,98.485032,-2.877978,-92.000000,-0.504212,89.788745,-89.923614,0.001333,-0.999992,0.003687
305,proton,803.258485,225.481345,-0.143332,-92.000000,-1.196508,89.829930,-89.304621,0.012136,-0.999922,0.002968
205,proton,802.548999,102.071907,-1.956497,-92.000000,2.878214,89.304149,-90.372610,-0.006503,-0.999905,0.012145
110,proton,800.801781,99.104922,0.589368,-92.000000,-0.687252,90.301873,-89.827758,0.003006,-0.999982,-0.005269
206,proton,805.437282,100.410122,1.800273,-92.000000,2.410052,90.031012,-89.856040,0.002513,-0.999997,-0.000541
7,proton,808.333923,111.229808,-1.873266,-92.000000,-2.859533,90.271175,-89.734627,0.004632,-0.999978,-0.004733
111,proton,802.882442,146.000835,-1.210481,-92.000000,0.799195,89.290525,-89.553293,0.007796,-0.999893,0.012382
306,proton,428.487190,143.624460,-1.542093,-92.000000,0.519618,83.178190,-95.584198,-0.096620,-0.988208,0.118782
8,proton,803.799713,106.618394,1.702386,-92.000000,1.233168,89.812716,-89.602235,0.006942,-0.999971,0.003269
307,proton,800.133489,103.998905,-2.355851,-92.000000,1.938318,90.143602,-89.853794,0.002552,-0.999994,-0.002506
9,proton,802.634453,99.534782,-1.304980,-92.000000,-0.247580,89.275440,-90.561915,-0.009806,-0.999872,0.012646
308,proton,807.732646,103.087324,-1.691236,-92.000000,1.877658,89.363116,-89.545525,0.007932,-0.999907,0.011115
114,proton,805.799201,289.081984,-0.461874,-92.000000,2.176958,90.197195,-90.417808,-0.007292,-0.999967,-0.003442
209,proton,805.823404,102.072682,1.832014,-92.000000,0.436013,90.247252,-89.844495,0.002714,-0.999987,-0.004315
10,proton,801.452661,102.237512,-2.394682,-92.000000,-0.775716,90.104088,-90.365259,-0.006375,-0.999978,-0.001817
115,proton,805.279568,97.937754,-2.542659,-92.000000,1.631188,89.879653,-90.268212,-0.004681,-0.999987,0.002100
210,proton,805.693286,103.550833,0.341011,-92.000000,1.754855,89.438281,-90.168505,-0.002941,-0.999948,0.009804
11,proton,803.464048,280.356481,-1.065681,-92.000000,2.084984,89.727105,-90.609162,-0.010632,-0.999932,0.004763
311,proton,805.323558,79.792683,0.286267,-92.000000,0.383354,89.513294,-90.067678,-0.001181,-0.999963,0.008495
211,proton,770.897913,184.873935,-2.946251,-92.000000,1.593346,97.201887,-86.288377,0.064224,-0.990030,-0.125366
116,proton,805.195950,471.568999,-0.929124,-92.000000,2.482802,89.640421,-90.378012,-0.006597,-0.999959,0.006276
312,proton,808.073019,101.173555,2.492998,-92.000000,-2.664797,89.940239,-89.885381,0.002000,-0.999997,0.001043
12,proton,802.408297,133.004828,-2.788999,-92.000000,-1.639740,89.553187,-90.084048,-0.001467,-0.999969,0.007798
313,proton,806.086423,102.334412,-1.481612,-92.000000,-1.062131,89.610538,-89.276817,0.012621,-0.999897,0.006797
118,proton,805.632086,104.094203,1.094199,-92.000000,0.266644,89.128289,-89.997327,0.000047,-0.999884,0.015214
213,proton,805.730231,313.984682,2.899384,-92.000000,0.544011,90.656341,-89.888001,0.001955,-0.999932,-0.011455
314,proton,804.161585,95.199168,-0.681019,-92.000000,-1.702121,89.624153,-89.504161,0.008654,-0.999941,0.006560
119,proton,805.243739,102.432548,2.694037,-92.000000,2.220243,89.942194,-90.611533,-0.010673,-0.999943,0.001009
16,proton,807.043279,100.446430,1.808019,-92.000000,-0.821437,90.055725,-88.225557,0.030965,-0.999520,-0.000973
316,proton,804.139784,95.471860,0.628287,-92.000000,1.985233,90.049475,-89.769789,0.004018,-0.999992,-0.000864
215,proton,807.604585,358.986569,-2.158974,-92.000000,2.287687,89.127050,-89.884064,0.002023,-0.999882,0.015235
122,proton,806.782023,101.615095,1.831206,-92.000000,1.719719,90.328855,-89.372927,0.010944,-0.999924,-0.005740
216,proton,803.521592,196.068686,0.881533,-92.000000,2.013230,89.661790,-89.302392,0.012175,-0.999908,0.005903
123,proton,807.593525,100.538888,1.506243,-92.000000,1.978223,90.043452,-90.084230,-0.001470,-0.999999,-0.000758
19,proton,806.182870,266.041621,-0.442670,-92.000000,2.136988,90.171253,-90.089122,-0.001555,-0.999994,-0.002989
319,proton,806.557498,102.914583,0.381638,-92.000000,0.023446,90.088948,-90.093585,-0.001633,-0.999997,-0.001552
124,proton,804.900540,103.536032,-0.079007,-92.000000,-1.778942,89.762843,-89.209834,0.013790,-0.999896,0.004139
20,proton,804.277757,98.362518,-0.051871,-92.000000,-1.909995,90.596116,-89.635817,0.006356,-0.999926,-0.010404
320,proton,803.659961,284.273699,-1.144676,-92.000000,2.295736,90.019161,-89.405390,0.010378,-0.999946,-0.000334
125,proton,801.892018,303.512209,1.215728,-92.000000,-0.783618,90.106909,-90.347191,-0.006060,-0.999980,-0.001866
321,proton,799.734770,346.960542,-0.662512,-92.000000,-1.403700,89.700061,-89.474120,0.009178,-0.999944,0.005235
322,proton,808.617601,394.314433,-0.003137,-92.000000,-1.123048,89.324109,-90.035079,-0.000612,-0.999930,0.011796
23,proton,806.968242,130.088230,-1.317157,-92.000000,0.499149,88.895917,-93.332740,-0.058124,-0.998123,0.019269
128,proton,807.587439,99.490474,1.468569,-92.000000,-2.125539,89.808500,-90.574065,-0.010019,-0.999944,0.003342
323,proton,804.628511,123.048345,-0.094840,-92.000000,-1.552973,90.276496,-89.125545,0.015261,-0.999872,-0.004826
219,proton,805.425044,98.437218,-0.630149,-92.000000,1.811932,89.600644,-90.226581,-0.003954,-0.999968,0.006970
24,proton,806.624851,163.126854,1.643617,-92.000000,-0.800936,90.423787,-89.388004,0.010681,-0.999916,-0.007396
220,proton,804.908848,102.567665,0.120407,-92.000000,-1.767416,89.394522,-89.989502,0.000183,-0.999944,0.010567
25,proton,805.913279,103.434946,0.992511,-92.000000,2.737555,89.773019,-89.460390,0.009418,-0.999948,0.003962
221,proton,805.682577,383.592935,0.516781,-92.000000,0.635437,90.215427,-89.792358,0.003624,-0.999986,-0.003760
130,proton,806.163045,102.202130,-1.042759,-92.000000,-0.966466,89.709733,-90.385418,-0.006727,-0.999965,0.005066
26,proton,804.917768,528.060288,-1.616319,-92.000000,1.558892,90.561911,-89.645354,0.006189,-0.999933,-0.009807
223,proton,806.106968,128.221547,-1.313384,-92.000000,-0.419039,89.756022,-89.283550,0.012504,-0.999913,0.004258
327,proton,803.822835,126.517976,-2.262632,-92.000000,-1.686256,90.140221,-90.545462,-0.009520,-0.999952,-0.002447
224,gamma,0.128257,0.040934,-2.242420,-92.000000,0.004495,83.905008,-121.111608,-0.513786,-0.851323,0.106177
132,proton,806.207466,98.503632,2.392248,-92.000000,1.108447,90.157457,-90.006527,-0.000114,-0.999996,-0.002748
226,proton,805.208288,111.001218,-0.946248,-92.000000,0.428228,90.078527,-89.433506,0.009887,-0.999950,-0.001371
329,proton,805.586436,98.700636,2.707846,-92.000000,2.594031,90.323148,-89.065698,0.016306,-0.999851,-0.005640
330,proton,803.425046,113.106302,1.876303,-92.000000,0.547242,89.267445,-90.069060,-0.001205,-0.999918,0.012785
136,proton,800.099388,452.768902,0.586164,-92.000000,0.928939,89.559817,-89.471854,0.009217,-0.999928,0.007683
332,proton,799.906366,264.008667,-2.217577,-92.000000,1.919690,89.965825,-90.166910,-0.002913,-0.999996,0.000596
230,proton,806.062278,159.667217,-1.960977,-92.000000,2.985474,88.725876,-91.660689,-0.028973,-0.999333,0.022236
137,proton,807.767202,158.248806,-1.504194,-92.000000,-1.043887,91.453287,-90.243985,-0.004257,-0.999669,-0.025362
33,proton,802.758668,105.763781,1.089210,-92.000000,2.525362,88.821317,-89.592478,0.007111,-0.999763,0.020570
231,proton,805.217368,185.916477,2.033811,-92.000000,2.876606,90.068540,-89.748664,0.004387,-0.999990,-0.001196
