EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,11743.152180,93.511380,-0.542159,-92.000000,-0.801233,89.992956,-90.006144,-0.000107,-1.000000,0.000123
300,proton,11729.160646,1150.689381,-1.940635,-92.000000,-1.414686,89.972489,-89.921244,0.001375,-0.999999,0.000480
200,pi-,1417.511347,224.909886,-2.075671,-92.000000,1.795152,90.000656,-91.079814,-0.018845,-0.999822,-0.000011
1,proton,11735.869868,390.275351,-0.393505,-92.000000,-1.149596,90.006263,-90.049869,-0.000870,-1.000000,-0.000109
301,mu-,856.578046,83.905426,-0.729843,-92.000000,-2.014168,83.032604,-98.265981,-0.142707,-0.982303,0.121305
302,proton,11749.538745,94.379396,-1.601282,-92.000000,0.503317,89.989878,-89.925835,0.001294,-0.999999,0.000177
201,proton,11742.536167,840.657155,0.426276,-92.000000,1.577216,89.988611,-90.022092,-0.000386,-1.000000,0.000199
101,gamma,621.964133,0.000000,-0.793413,-92.000000,-0.165407,89.600596,-89.564903,0.007594,-0.999947,0.006971
2,proton,11734.971312,2351.093892,0.013581,-92.000000,0.876626,90.025374,-90.027358,-0.000477,-1.000000,-0.000443
303,proton,11747.756914,1764.134363,2.876432,-92.000000,-0.791777,90.009679,-89.959178,0.000712,-1.000000,-0.000169
203,proton,11728.622137,90.724117,0.888360,-92.000000,0.286087,90.021848,-89.964906,0.000613,-1.000000,-0.000381
103,proton,11717.939277,482.996911,-0.258297,-92.000000,-1.044827,89.990232,-89.938695,0.001070,-0.999999,0.000170
3,neutron,7545.963972,232.978916,1.392772,-92.000000,1.457612,88.231331,-89.043287,0.016689,-0.999384,0.030864
104,proton,11742.109297,98.407126,2.314936,-92.000000,2.529972,89.948140,-90.031809,-0.000555,-0.999999,0.000905
204,proton,11746.710753,488.061180,1.990316,-92.000000,1.996765,90.143533,-90.037399,-0.000653,-0.999997,-0.002505
