EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
0,proton,9356.622019,90.739685,1.053054,-92.000000,2.620248,90.033121,-90.002831,-0.000049,-1.000000,-0.000578
1,proton,9318.082845,219.409080,1.137278,-92.000000,0.250568,89.952961,-90.008804,-0.000154,-1.000000,0.000821
100,proton,1497.767948,342.006879,0.949370,-92.000000,1.911150,89.214931,-91.714482,-0.029916,-0.999459,0.013702
300,proton,9347.451461,1134.500907,-2.874307,-92.000000,-0.078918,89.955894,-89.916658,0.001455,-0.999999,0.000770
201,proton,9353.916146,918.556541,-1.446230,-92.000000,-2.684592,89.990247,-89.938187,0.001079,-0.999999,0.000170
2,proton,9352.419354,1048.445832,1.007104,-92.000000,2.174467,90.006429,-90.028659,-0.000500,-1.000000,-0.000112
202,neutron,3245.709171,359.870507,-2.955040,-92.000000,-0.427628,92.071962,-93.982369,-0.069404,-0.996933,-0.036155
203,proton,9363.867492,95.546196,1.763763,-92.000000,-2.213574,90.022708,-89.919511,0.001405,-0.999999,-0.000396
3,gamma,0.079438,0.079438,-1.759171,-92.000000,-0.129287,77.293823,-116.077979,-0.428829,-0.876201,0.219951
302,proton,9360.886756,96.173581,2.808872,-92.000000,-0.473096,90.009264,-89.966976,0.000576,-1.000000,-0.000162
103,proton,9347.956367,546.576859,-1.798595,-92.000000,2.551999,89.970719,-89.941637,0.001019,-0.999999,0.000511
104,proton,9351.678683,83.832080,1.777735,-92.000000,-0.709607,89.986147,-90.019824,-0.000346,-1.000000,0.000242
204,proton,9358.896108,229.858296,-2.204265,-92.000000,1.060399,90.055960,-89.960663,0.000687,-0.999999,-0.000977
205,proton,9362.438606,89.768583,-0.357341,-92.000000,2.432446,89.969944,-90.011161,-0.000195,-1.000000,0.000525
303,proton,9361.329344,934.357097,-1.728447,-92.000000,-2.664211,90.070915,-89.924560,0.001317,-0.999998,-0.001238
105,proton,9356.131791,186.080475,-1.871878,-92.000000,-2.671200,89.938803,-90.050049,-0.000874,-0.999999,0.001068
206,proton,9356.832812,96.885782,-0.365731,-92.000000,-2.278935,90.006963,-90.006620,-0.000116,-1.000000,-0.000122
