EventID,ParticleName,Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ
1,proton,156.024179,156.024179,0.984162,-92.000000,0.586119,89.873290,-90.913476,-0.015942,-0.999870,0.002212
302,proton,154.943465,154.943465,1.139333,-92.000000,-1.731380,89.555481,-90.040084,-0.000700,-0.999970,0.007758
105,proton,155.087141,155.087141,1.080837,-92.000000,-0.876811,89.907810,-90.992437,-0.017320,-0.999849,0.001609
204,proton,155.983664,155.983664,-2.415749,-92.000000,-1.414316,89.235831,-90.293464,-0.005121,-0.999898,0.013337
305,proton,155.272066,118.773761,0.543096,-92.000000,2.428235,90.471932,-88.816679,0.020651,-0.999753,-0.008237
205,proton,153.646004,153.646004,0.463876,-92.000000,1.664101,90.351031,-89.979983,0.000349,-0.999981,-0.006127
5,proton,156.239497,156.239497,2.440559,-92.000000,-1.014681,90.223679,-87.770444,0.038903,-0.999235,-0.003904
206,proton,154.967816,154.967816,2.212321,-92.000000,1.929004,89.540037,-89.237032,0.013315,-0.999879,0.008028
307,proton,155.374563,155.374563,1.312604,-92.000000,-1.262483,90.246703,-89.353120,0.011290,-0.999927,-0.004306
308,proton,155.386997,155.386997,-0.747464,-92.000000,1.252493,88.333032,-90.156286,-0.002727,-0.999573,0.029090
109,proton,153.291599,153.291599,-1.526251,-92.000000,1.185259,88.755745,-91.377737,-0.024038,-0.999475,0.021715
9,proton,152.834866,152.834866,2.577914,-92.000000,-1.463451,91.101553,-89.512144,0.008513,-0.999779,-0.019225
111,proton,151.102717,151.102717,2.424539,-92.000000,-2.730100,91.683097,-86.816177,0.055516,-0.998026,-0.029371
311,proton,156.036338,156.036338,2.365969,-92.000000,0.814378,88.883332,-91.240336,-0.021642,-0.999576,0.019488
212,proton,154.457845,154.457845,-0.218711,-92.000000,2.075136,88.315686,-90.093246,-0.001627,-0.999567,0.029393
313,proton,156.042290,156.042290,1.146521,-92.000000,-2.904245,89.858359,-89.432122,0.009911,-0.999948,0.002472
12,proton,150.575930,150.575930,2.621094,-92.000000,-2.907006,90.126861,-90.166587,-0.002907,-0.999993,-0.002214
314,proton,154.985139,154.985139,-0.886199,-92.000000,1.169159,89.924441,-90.208650,-0.003642,-0.999992,0.001319
316,proton,155.679184,155.679184,-0.490823,-92.000000,-0.070658,89.566012,-88.177086,0.031810,-0.999465,0.007574
216,proton,154.327201,154.327201,0.259989,-92.000000,-2.392269,90.032169,-89.469542,0.009258,-0.999957,-0.000561
118,proton,157.394190,157.394190,1.548975,-92.000000,2.048188,89.291496,-90.024679,-0.000431,-0.999923,0.012365
120,proton,154.827287,154.827287,-1.659623,-92.000000,1.922713,89.354443,-90.759177,-0.013249,-0.999849,0.011267
219,proton,151.733318,151.733318,1.558872,-92.000000,-0.376714,90.874945,-89.207103,0.013837,-0.999788,-0.015270
