EventID,TrackID,ParentID,ParticleName,Initial_Energy_MeV,PosX_m,PosY_m,PosZ_m,Theta_deg,Phi_deg,MomX,MomY,MomZ,GlobalTime_s,DeltaTime_s
201,1,0,mu-,2835.426528,0.216505,-92.099900,0.261973,91.199112,-88.135907,0.032522,-0.999252,-0.020927,637.713486,0.000000
107,1,0,mu-,2905.407562,0.239391,-92.099900,-0.230647,90.979190,-89.508295,0.008581,-0.999817,-0.017089,637.707506,0.000000
109,2241,1898,gamma,0.106909,-0.230207,-92.099900,-0.131511,42.723051,-80.185382,0.115650,-0.668526,0.734642,641.767603,0.000000
310,1,0,mu-,2922.671321,-0.659579,-92.099900,0.250319,90.391798,-90.219209,-0.003826,-0.999969,-0.006838,637.708035,0.000000
151,1994,1851,gamma,0.083727,0.609223,-92.099900,-0.113848,44.095757,-118.105149,-0.327813,-0.613807,0.718178,642.863298,0.000000
263,2044,1912,gamma,0.742593,0.270410,-92.099900,0.071116,108.948157,-70.836002,0.310485,-0.893399,-0.324712,638.694261,0.000000
263,2140,2129,gamma,0.645930,-0.684973,-92.099900,-0.276263,115.390730,-90.286640,-0.004520,-0.903393,-0.428789,638.764113,0.069852
370,1,0,mu-,2815.361428,0.240529,-92.099900,0.222902,89.665908,-88.924311,0.018773,-0.999807,0.005831,637.709976,0.000000
197,1,0,mu-,2917.105986,0.061512,-92.099900,-0.206697,91.383572,-89.432649,0.009899,-0.999659,-0.024146,637.708744,0.000000
502,1,0,mu-,2859.808338,0.383681,-92.099900,0.075869,89.773143,-90.051565,-0.000900,-0.999992,0.003959,637.708340,0.000000
506,1,0,mu-,2903.229800,0.562943,-92.099900,-0.106937,90.915786,-91.750867,-0.030550,-0.999405,-0.015983,637.713411,0.000000
409,1,0,mu-,2737.133863,-0.464900,-92.099900,0.214382,90.401386,-88.481571,0.026498,-0.999624,-0.007005,637.713926,0.000000
415,1824,1,e-,38.304983,0.271459,-92.099900,0.035924,98.490358,-95.002951,-0.086251,-0.985273,-0.147643,637.811297,0.000000
429,1,0,mu-,2715.552390,0.588549,-92.099900,-0.202763,89.355771,-87.993390,0.035013,-0.999324,0.011244,637.728339,0.000000
446,1,0,mu-,2786.371941,0.322029,-92.099900,0.036554,90.061102,-91.501730,-0.026207,-0.999656,-0.001066,637.709251,0.000000
649,1977,1843,gamma,0.197019,-0.301682,-92.099900,0.295328,72.505576,-113.608808,-0.381966,-0.873919,0.300613,638.931899,0.000000
649,2012,1837,gamma,7.136301,0.332324,-92.099900,-0.283369,83.375139,-99.224665,-0.159236,-0.980476,0.115368,637.882279,-1.049620
